       Field	   Intensity
        [mT]	         [ ]
     240.500	  1.1461e+04
     240.750	  1.1440e+04
     241.000	  1.0284e+04
     241.250	  9.9456e+03
     241.500	  1.0878e+04
     241.750	  1.1386e+04
     242.000	  1.0351e+04
     242.250	  8.6256e+03
     242.500	  8.3722e+03
     242.750	  1.0116e+04
     243.000	  1.1869e+04
     243.250	  1.2754e+04
     243.500	  1.3697e+04
     243.750	  1.4283e+04
     244.000	  1.3518e+04
     244.250	  1.2209e+04
     244.500	  1.1425e+04
     244.750	  1.0882e+04
     245.000	  1.0196e+04
     245.250	  9.6219e+03
     245.500	  9.1005e+03
     245.750	  8.9452e+03
     246.000	  9.8458e+03
     246.250	  1.0621e+04
     246.500	  1.0153e+04
     246.750	  9.5192e+03
     247.000	  9.2780e+03
     247.250	  9.4126e+03
     247.500	  1.0233e+04
     247.750	  1.0935e+04
     248.000	  1.1551e+04
     248.250	  1.3143e+04
     248.500	  1.4503e+04
     248.750	  1.4443e+04
     249.000	  1.4110e+04
     249.250	  1.3771e+04
     249.500	  1.2603e+04
     249.750	  1.1105e+04
     250.000	  9.9657e+03
     250.250	  9.0355e+03
     250.500	  8.4600e+03
     250.750	  8.8917e+03
     251.000	  1.0276e+04
     251.250	  1.1544e+04
     251.500	  1.2134e+04
     251.750	  1.2439e+04
     252.000	  1.2859e+04
     252.250	  1.3317e+04
     252.500	  1.3588e+04
     252.750	  1.4330e+04
     253.000	  1.5587e+04
     253.250	  1.5548e+04
     253.500	  1.4145e+04
     253.750	  1.3297e+04
     254.000	  1.3255e+04
     254.250	  1.3363e+04
     254.500	  1.3484e+04
     254.750	  1.2976e+04
     255.000	  1.2014e+04
     255.250	  1.1821e+04
     255.500	  1.2126e+04
     255.750	  1.2576e+04
     256.000	  1.3514e+04
     256.250	  1.3797e+04
     256.500	  1.2866e+04
     256.750	  1.2641e+04
     257.000	  1.4026e+04
     257.250	  1.5045e+04
     257.500	  1.4291e+04
     257.750	  1.2980e+04
     258.000	  1.2933e+04
     258.250	  1.4137e+04
     258.500	  1.4587e+04
     258.750	  1.3490e+04
     259.000	  1.2448e+04
     259.250	  1.2073e+04
     259.500	  1.1657e+04
     259.750	  1.1573e+04
     260.000	  1.2034e+04
     260.250	  1.2404e+04
     260.500	  1.2925e+04
     260.750	  1.3804e+04
     261.000	  1.4044e+04
     261.250	  1.3413e+04
     261.500	  1.3261e+04
     261.750	  1.3708e+04
     262.000	  1.3197e+04
     262.250	  1.2098e+04
     262.500	  1.2166e+04
     262.750	  1.2638e+04
     263.000	  1.1915e+04
     263.250	  1.1280e+04
     263.500	  1.2481e+04
     263.750	  1.4439e+04
     264.000	  1.5190e+04
     264.250	  1.4490e+04
     264.500	  1.3806e+04
     264.750	  1.4419e+04
     265.000	  1.5753e+04
     265.250	  1.6353e+04
     265.500	  1.6027e+04
     265.750	  1.6148e+04
     266.000	  1.6939e+04
     266.250	  1.6667e+04
     266.500	  1.5391e+04
     266.750	  1.5088e+04
     267.000	  1.5684e+04
     267.250	  1.5710e+04
     267.500	  1.5103e+04
     267.750	  1.4480e+04
     268.000	  1.4412e+04
     268.250	  1.5152e+04
     268.500	  1.5691e+04
     268.750	  1.5436e+04
     269.000	  1.5504e+04
     269.250	  1.6494e+04
     269.500	  1.7535e+04
     269.750	  1.7697e+04
     270.000	  1.6395e+04
     270.250	  1.4551e+04
     270.500	  1.4671e+04
     270.750	  1.6343e+04
     271.000	  1.6681e+04
     271.250	  1.5925e+04
     271.500	  1.6263e+04
     271.750	  1.7723e+04
     272.000	  1.9137e+04
     272.250	  1.9961e+04
     272.500	  1.9545e+04
     272.750	  1.7969e+04
     273.000	  1.6815e+04
     273.250	  1.6613e+04
     273.500	  1.6634e+04
     273.750	  1.6960e+04
     274.000	  1.7737e+04
     274.250	  1.8610e+04
     274.500	  1.9530e+04
     274.750	  2.0602e+04
     275.000	  2.2044e+04
     275.250	  2.3204e+04
     275.500	  2.2562e+04
     275.750	  2.0966e+04
     276.000	  2.0461e+04
     276.250	  2.0728e+04
     276.500	  2.1619e+04
     276.750	  2.3581e+04
     277.000	  2.4221e+04
     277.250	  2.2475e+04
     277.500	  2.1583e+04
     277.750	  2.2487e+04
     278.000	  2.3196e+04
     278.250	  2.3515e+04
     278.500	  2.3536e+04
     278.750	  2.2744e+04
     279.000	  2.1868e+04
     279.250	  2.1991e+04
     279.500	  2.2803e+04
     279.750	  2.3092e+04
     280.000	  2.2649e+04
     280.250	  2.2113e+04
     280.500	  2.1947e+04
     280.750	  2.2443e+04
     281.000	  2.3195e+04
     281.250	  2.3755e+04
     281.500	  2.4412e+04
     281.750	  2.4946e+04
     282.000	  2.4924e+04
     282.250	  2.4934e+04
     282.500	  2.5425e+04
     282.750	  2.6044e+04
     283.000	  2.6279e+04
     283.250	  2.5460e+04
     283.500	  2.3988e+04
     283.750	  2.3603e+04
     284.000	  2.4720e+04
     284.250	  2.5656e+04
     284.500	  2.4997e+04
     284.750	  2.3887e+04
     285.000	  2.4480e+04
     285.250	  2.5873e+04
     285.500	  2.5698e+04
     285.750	  2.4905e+04
     286.000	  2.5665e+04
     286.250	  2.7460e+04
     286.500	  2.8764e+04
     286.750	  2.9417e+04
     287.000	  2.9859e+04
     287.250	  2.9582e+04
     287.500	  2.8166e+04
     287.750	  2.6931e+04
     288.000	  2.7057e+04
     288.250	  2.7757e+04
     288.500	  2.8334e+04
     288.750	  2.9356e+04
     289.000	  3.0158e+04
     289.250	  2.9566e+04
     289.500	  2.8812e+04
     289.750	  2.9503e+04
     290.000	  3.0761e+04
     290.250	  3.0404e+04
     290.500	  2.8691e+04
     290.750	  2.7990e+04
     291.000	  2.8700e+04
     291.250	  3.0165e+04
     291.500	  3.1992e+04
     291.750	  3.2722e+04
     292.000	  3.1868e+04
     292.250	  3.0925e+04
     292.500	  3.0851e+04
     292.750	  3.1555e+04
     293.000	  3.2318e+04
     293.250	  3.2264e+04
     293.500	  3.2181e+04
     293.750	  3.3147e+04
     294.000	  3.4201e+04
     294.250	  3.4388e+04
     294.500	  3.4098e+04
     294.750	  3.4252e+04
     295.000	  3.5242e+04
     295.250	  3.5911e+04
     295.500	  3.5661e+04
     295.750	  3.5812e+04
     296.000	  3.7259e+04
     296.250	  3.8565e+04
     296.500	  3.7748e+04
     296.750	  3.5971e+04
     297.000	  3.5535e+04
     297.250	  3.6407e+04
     297.500	  3.8028e+04
     297.750	  3.9297e+04
     298.000	  3.8674e+04
     298.250	  3.7081e+04
     298.500	  3.6368e+04
     298.750	  3.6538e+04
     299.000	  3.6800e+04
     299.250	  3.7069e+04
     299.500	  3.7824e+04
     299.750	  3.9054e+04
     300.000	  4.0046e+04
     300.250	  4.0859e+04
     300.500	  4.2287e+04
     300.750	  4.3927e+04
     301.000	  4.4549e+04
     301.250	  4.3816e+04
     301.500	  4.1915e+04
     301.750	  3.9406e+04
     302.000	  3.8474e+04
     302.250	  4.0426e+04
     302.500	  4.2820e+04
     302.750	  4.3261e+04
     303.000	  4.2793e+04
     303.250	  4.3023e+04
     303.500	  4.3469e+04
     303.750	  4.2934e+04
     304.000	  4.1666e+04
     304.250	  4.1572e+04
     304.500	  4.3725e+04
     304.750	  4.6452e+04
     305.000	  4.7751e+04
     305.250	  4.7699e+04
     305.500	  4.7385e+04
     305.750	  4.7301e+04
     306.000	  4.7239e+04
     306.250	  4.6909e+04
     306.500	  4.6193e+04
     306.750	  4.5753e+04
     307.000	  4.6856e+04
     307.250	  4.9220e+04
     307.500	  5.1224e+04
     307.750	  5.1660e+04
     308.000	  4.9980e+04
     308.250	  4.7788e+04
     308.500	  4.7646e+04
     308.750	  4.8749e+04
     309.000	  4.9117e+04
     309.250	  4.9108e+04
     309.500	  4.9294e+04
     309.750	  4.9870e+04
     310.000	  5.1555e+04
     310.250	  5.4146e+04
     310.500	  5.5857e+04
     310.750	  5.5391e+04
     311.000	  5.3858e+04
     311.250	  5.3314e+04
     311.500	  5.4077e+04
     311.750	  5.4571e+04
     312.000	  5.3811e+04
     312.250	  5.3415e+04
     312.500	  5.4816e+04
     312.750	  5.6681e+04
     313.000	  5.7818e+04
     313.250	  5.8368e+04
     313.500	  5.8339e+04
     313.750	  5.8122e+04
     314.000	  5.8251e+04
     314.250	  5.8370e+04
     314.500	  5.8205e+04
     314.750	  5.8455e+04
     315.000	  5.9468e+04
     315.250	  6.0296e+04
     315.500	  6.0313e+04
     315.750	  6.0565e+04
     316.000	  6.1940e+04
     316.250	  6.3462e+04
     316.500	  6.4039e+04
     316.750	  6.4258e+04
     317.000	  6.5083e+04
     317.250	  6.6121e+04
     317.500	  6.6663e+04
     317.750	  6.7377e+04
     318.000	  6.8985e+04
     318.250	  7.0714e+04
     318.500	  7.1934e+04
     318.750	  7.3159e+04
     319.000	  7.4868e+04
     319.250	  7.6898e+04
     319.500	  7.8145e+04
     319.750	  7.8076e+04
     320.000	  7.8068e+04
     320.250	  7.9005e+04
     320.500	  8.0318e+04
     320.750	  8.1763e+04
     321.000	  8.3686e+04
     321.250	  8.6065e+04
     321.500	  8.8679e+04
     321.750	  9.1276e+04
     322.000	  9.3493e+04
     322.250	  9.5967e+04
     322.500	  9.9143e+04
     322.750	  1.0162e+05
     323.000	  1.0278e+05
     323.250	  1.0440e+05
     323.500	  1.0755e+05
     323.750	  1.1090e+05
     324.000	  1.1353e+05
     324.250	  1.1631e+05
     324.500	  1.1959e+05
     324.750	  1.2294e+05
     325.000	  1.2677e+05
     325.250	  1.3184e+05
     325.500	  1.3813e+05
     325.750	  1.4460e+05
     326.000	  1.5062e+05
     326.250	  1.5705e+05
     326.500	  1.6429e+05
     326.750	  1.7161e+05
     327.000	  1.7903e+05
     327.250	  1.8660e+05
     327.500	  1.9452e+05
     327.750	  2.0395e+05
     328.000	  2.1450e+05
     328.250	  2.2454e+05
     328.500	  2.3450e+05
     328.750	  2.4549e+05
     329.000	  2.5772e+05
     329.250	  2.7087e+05
     329.500	  2.8423e+05
     329.750	  2.9876e+05
     330.000	  3.1554e+05
     330.250	  3.3273e+05
     330.500	  3.4905e+05
     330.750	  3.6569e+05
     331.000	  3.8400e+05
     331.250	  4.0398e+05
     331.500	  4.2467e+05
     331.750	  4.4579e+05
     332.000	  4.6748e+05
     332.250	  4.8873e+05
     332.500	  5.0793e+05
     332.750	  5.2356e+05
     333.000	  5.3204e+05
     333.250	  5.2659e+05
     333.500	  4.9724e+05
     333.750	  4.3014e+05
     334.000	  3.1488e+05
     334.250	  1.6024e+05
     334.500	 -2.2396e+03
     334.750	 -1.3862e+05
     335.000	 -2.3503e+05
     335.250	 -2.9612e+05
     335.500	 -3.3097e+05
     335.750	 -3.4836e+05
     336.000	 -3.5647e+05
     336.250	 -3.6012e+05
     336.500	 -3.6029e+05
     336.750	 -3.5720e+05
     337.000	 -3.5242e+05
     337.250	 -3.4695e+05
     337.500	 -3.3976e+05
     337.750	 -3.3045e+05
     338.000	 -3.2070e+05
     338.250	 -3.1219e+05
     338.500	 -3.0486e+05
     338.750	 -2.9767e+05
     339.000	 -2.8974e+05
     339.250	 -2.8100e+05
     339.500	 -2.7254e+05
     339.750	 -2.6507e+05
     340.000	 -2.5869e+05
     340.250	 -2.5311e+05
     340.500	 -2.4703e+05
     340.750	 -2.4024e+05
     341.000	 -2.3403e+05
     341.250	 -2.2850e+05
     341.500	 -2.2267e+05
     341.750	 -2.1548e+05
     342.000	 -2.0721e+05
     342.250	 -2.0010e+05
     342.500	 -1.9546e+05
     342.750	 -1.9186e+05
     343.000	 -1.8783e+05
     343.250	 -1.8402e+05
     343.500	 -1.8076e+05
     343.750	 -1.7688e+05
     344.000	 -1.7232e+05
     344.250	 -1.6809e+05
     344.500	 -1.6401e+05
     344.750	 -1.6028e+05
     345.000	 -1.5764e+05
     345.250	 -1.5541e+05
     345.500	 -1.5273e+05
     345.750	 -1.4967e+05
     346.000	 -1.4701e+05
     346.250	 -1.4530e+05
     346.500	 -1.4329e+05
     346.750	 -1.4025e+05
     347.000	 -1.3756e+05
     347.250	 -1.3544e+05
     347.500	 -1.3313e+05
     347.750	 -1.3085e+05
     348.000	 -1.2872e+05
     348.250	 -1.2618e+05
     348.500	 -1.2351e+05
     348.750	 -1.2176e+05
     349.000	 -1.2070e+05
     349.250	 -1.1949e+05
     349.500	 -1.1818e+05
     349.750	 -1.1630e+05
     350.000	 -1.1375e+05
     350.250	 -1.1180e+05
     350.500	 -1.1040e+05
     350.750	 -1.0861e+05
     351.000	 -1.0649e+05
     351.250	 -1.0417e+05
     351.500	 -1.0183e+05
     351.750	 -1.0042e+05
     352.000	 -9.9983e+04
     352.250	 -9.9246e+04
     352.500	 -9.7589e+04
     352.750	 -9.5642e+04
     353.000	 -9.4396e+04
     353.250	 -9.3948e+04
     353.500	 -9.3982e+04
     353.750	 -9.4105e+04
     354.000	 -9.3282e+04
     354.250	 -9.1553e+04
     354.500	 -9.0087e+04
     354.750	 -8.9173e+04
     355.000	 -8.8130e+04
     355.250	 -8.6859e+04
     355.500	 -8.5902e+04
     355.750	 -8.5059e+04
     356.000	 -8.3943e+04
     356.250	 -8.2315e+04
     356.500	 -8.0274e+04
     356.750	 -7.8809e+04
     357.000	 -7.8309e+04
     357.250	 -7.8108e+04
     357.500	 -7.7930e+04
     357.750	 -7.7766e+04
     358.000	 -7.6874e+04
     358.250	 -7.5095e+04
     358.500	 -7.3746e+04
     358.750	 -7.3511e+04
     359.000	 -7.3564e+04
     359.250	 -7.3210e+04
     359.500	 -7.2559e+04
     359.750	 -7.1668e+04
     360.000	 -7.0737e+04
     360.250	 -7.0625e+04
     360.500	 -7.1349e+04
     360.750	 -7.1830e+04
     361.000	 -7.1535e+04
     361.250	 -7.0358e+04
     361.500	 -6.8605e+04
     361.750	 -6.7572e+04
     362.000	 -6.7862e+04
     362.250	 -6.7748e+04
     362.500	 -6.5810e+04
     362.750	 -6.3697e+04
     363.000	 -6.3070e+04
     363.250	 -6.3263e+04
     363.500	 -6.3133e+04
     363.750	 -6.2381e+04
     364.000	 -6.2137e+04
     364.250	 -6.2782e+04
     364.500	 -6.2501e+04
     364.750	 -6.1222e+04
     365.000	 -6.0446e+04
     365.250	 -5.9659e+04
     365.500	 -5.8327e+04
     365.750	 -5.7263e+04
     366.000	 -5.6600e+04
     366.250	 -5.6114e+04
     366.500	 -5.5806e+04
     366.750	 -5.5123e+04
     367.000	 -5.4042e+04
     367.250	 -5.3648e+04
     367.500	 -5.4089e+04
     367.750	 -5.4259e+04
     368.000	 -5.3742e+04
     368.250	 -5.2714e+04
     368.500	 -5.1547e+04
     368.750	 -5.1222e+04
     369.000	 -5.1684e+04
     369.250	 -5.1745e+04
     369.500	 -5.1332e+04
     369.750	 -5.0965e+04
     370.000	 -5.0383e+04
     370.250	 -4.9267e+04
     370.500	 -4.8209e+04
     370.750	 -4.8398e+04
     371.000	 -4.9619e+04
     371.250	 -4.9435e+04
     371.500	 -4.6729e+04
     371.750	 -4.4281e+04
     372.000	 -4.4587e+04
     372.250	 -4.5741e+04
     372.500	 -4.4848e+04
     372.750	 -4.2596e+04
     373.000	 -4.1805e+04
     373.250	 -4.3269e+04
     373.500	 -4.5109e+04
     373.750	 -4.5730e+04
     374.000	 -4.4937e+04
     374.250	 -4.3360e+04
     374.500	 -4.1949e+04
     374.750	 -4.0462e+04
     375.000	 -3.8544e+04
     375.250	 -3.7561e+04
     375.500	 -3.8251e+04
     375.750	 -3.9394e+04
     376.000	 -3.9782e+04
     376.250	 -3.9275e+04
     376.500	 -3.8287e+04
     376.750	 -3.7240e+04
     377.000	 -3.6522e+04
     377.250	 -3.5951e+04
     377.500	 -3.5307e+04
     377.750	 -3.5404e+04
     378.000	 -3.5942e+04
     378.250	 -3.5608e+04
     378.500	 -3.5050e+04
     378.750	 -3.4975e+04
     379.000	 -3.4603e+04
     379.250	 -3.3829e+04
     379.500	 -3.3140e+04
     379.750	 -3.2809e+04
     380.000	 -3.2909e+04
     380.250	 -3.3066e+04
     380.500	 -3.2851e+04
     380.750	 -3.2100e+04
     381.000	 -3.0821e+04
     381.250	 -2.9284e+04
     381.500	 -2.8500e+04
     381.750	 -2.8988e+04
     382.000	 -2.9726e+04
     382.250	 -2.9692e+04
     382.500	 -2.8556e+04
     382.750	 -2.7384e+04
     383.000	 -2.7608e+04
     383.250	 -2.8200e+04
     383.500	 -2.8036e+04
     383.750	 -2.7673e+04
     384.000	 -2.6677e+04
     384.250	 -2.4934e+04
     384.500	 -2.4250e+04
     384.750	 -2.5010e+04
     385.000	 -2.5778e+04
     385.250	 -2.6098e+04
     385.500	 -2.6025e+04
     385.750	 -2.5667e+04
     386.000	 -2.5908e+04
     386.250	 -2.6455e+04
     386.500	 -2.6352e+04
     386.750	 -2.5958e+04
     387.000	 -2.5163e+04
     387.250	 -2.4171e+04
     387.500	 -2.3970e+04
     387.750	 -2.3479e+04
     388.000	 -2.1584e+04
     388.250	 -1.9765e+04
     388.500	 -1.9258e+04
     388.750	 -1.9505e+04
     389.000	 -2.0231e+04
     389.250	 -2.1535e+04
     389.500	 -2.2463e+04
     389.750	 -2.2287e+04
     390.000	 -2.1750e+04
     390.250	 -2.1240e+04
     390.500	 -2.0495e+04
     390.750	 -2.0142e+04
     391.000	 -2.0263e+04
     391.250	 -2.0251e+04
     391.500	 -2.0488e+04
     391.750	 -2.0749e+04
     392.000	 -2.0277e+04
     392.250	 -1.9784e+04
     392.500	 -1.9771e+04
     392.750	 -1.9509e+04
     393.000	 -1.9058e+04
     393.250	 -1.9050e+04
     393.500	 -1.9357e+04
     393.750	 -1.9456e+04
     394.000	 -1.8545e+04
     394.250	 -1.6874e+04
     394.500	 -1.6320e+04
     394.750	 -1.7724e+04
     395.000	 -1.9490e+04
     395.250	 -1.8959e+04
     395.500	 -1.6183e+04
     395.750	 -1.4498e+04
     396.000	 -1.5068e+04
     396.250	 -1.5897e+04
     396.500	 -1.6014e+04
     396.750	 -1.5985e+04
     397.000	 -1.6364e+04
     397.250	 -1.7305e+04
     397.500	 -1.8165e+04
     397.750	 -1.8158e+04
     398.000	 -1.7386e+04
     398.250	 -1.6668e+04
     398.500	 -1.6594e+04
     398.750	 -1.6360e+04
     399.000	 -1.4985e+04
     399.250	 -1.3441e+04
     399.500	 -1.3372e+04
     399.750	 -1.4387e+04
     400.000	 -1.4696e+04
     400.250	 -1.4186e+04
     400.500	 -1.3975e+04
     400.750	 -1.4047e+04
     401.000	 -1.3892e+04
     401.250	 -1.3027e+04
     401.500	 -1.1354e+04
     401.750	 -1.0196e+04
     402.000	 -1.0521e+04
     402.250	 -1.1492e+04
     402.500	 -1.1875e+04
     402.750	 -1.1357e+04
     403.000	 -1.0872e+04
     403.250	 -1.1181e+04
     403.500	 -1.1638e+04
     403.750	 -1.1744e+04
     404.000	 -1.1903e+04
     404.250	 -1.1757e+04
     404.500	 -1.0710e+04
     404.750	 -9.9094e+03
     405.000	 -1.0600e+04
     405.250	 -1.1846e+04
     405.500	 -1.2133e+04
     405.750	 -1.1741e+04
     406.000	 -1.1900e+04
     406.250	 -1.2148e+04
     406.500	 -1.1371e+04
     406.750	 -1.0773e+04
     407.000	 -1.1627e+04
     407.250	 -1.2261e+04
     407.500	 -1.0981e+04
     407.750	 -9.1176e+03
     408.000	 -8.5016e+03
     408.250	 -8.9096e+03
     408.500	 -9.8174e+03
     408.750	 -1.1561e+04
     409.000	 -1.3214e+04
     409.250	 -1.2867e+04
     409.500	 -1.0983e+04
     409.750	 -9.2963e+03
     410.000	 -8.4434e+03
     410.250	 -8.9938e+03
     410.500	 -1.0364e+04
     410.750	 -1.0422e+04
     411.000	 -9.3755e+03
     411.250	 -9.6828e+03
     411.500	 -1.1181e+04
     411.750	 -1.1682e+04
     412.000	 -1.1016e+04
     412.250	 -1.0185e+04
     412.500	 -9.5392e+03
     412.750	 -8.8324e+03
     413.000	 -7.8416e+03
     413.250	 -7.4069e+03
     413.500	 -8.1971e+03
     413.750	 -9.5266e+03
     414.000	 -1.0837e+04
     414.250	 -1.1654e+04
     414.500	 -1.0952e+04
     414.750	 -9.0851e+03
     415.000	 -7.6655e+03
     415.250	 -7.2385e+03
     415.500	 -6.9920e+03
     415.750	 -6.2385e+03
     416.000	 -5.9031e+03
     416.250	 -6.6059e+03
     416.500	 -6.8583e+03
     416.750	 -5.9605e+03
     417.000	 -5.2632e+03
     417.250	 -6.0260e+03
     417.500	 -7.5259e+03
     417.750	 -7.6763e+03
     418.000	 -6.9333e+03
     418.250	 -7.5829e+03
     418.500	 -8.9216e+03
     418.750	 -9.2031e+03
     419.000	 -8.8302e+03
     419.250	 -8.1556e+03
     419.500	 -6.5805e+03
     419.750	 -4.6451e+03
     420.000	 -4.2366e+03
     420.250	 -5.4556e+03
     420.500	 -5.9803e+03
     420.750	 -5.0651e+03
     421.000	 -4.2170e+03
     421.250	 -4.2051e+03
     421.500	 -4.4444e+03
     421.750	 -4.3329e+03
     422.000	 -4.2328e+03
     422.250	 -4.3359e+03
     422.500	 -4.0176e+03
     422.750	 -3.4636e+03
     423.000	 -3.1668e+03
     423.250	 -2.9721e+03
     423.500	 -3.1641e+03
     423.750	 -4.0381e+03
     424.000	 -4.8584e+03
     424.250	 -5.0373e+03
     424.500	 -4.8702e+03
     424.750	 -4.8538e+03
     425.000	 -5.5371e+03
     425.250	 -6.5203e+03
     425.500	 -6.3458e+03
     425.750	 -5.0475e+03
     426.000	 -4.2564e+03
     426.250	 -4.4884e+03
     426.500	 -4.5328e+03
     426.750	 -3.5546e+03
     427.000	 -2.8199e+03
     427.250	 -3.5341e+03
     427.500	 -4.0903e+03
     427.750	 -3.0863e+03
     428.000	 -1.8440e+03
     428.250	 -1.8562e+03
     428.500	 -3.1193e+03
     428.750	 -4.3567e+03
     429.000	 -4.9610e+03
     429.250	 -6.0391e+03
     429.500	 -7.8299e+03
     429.750	 -8.9747e+03
     430.000	 -8.6143e+03
     430.250	 -7.0730e+03
     430.500	 -5.1021e+03
     430.750	 -3.6711e+03
     431.000	 -3.6611e+03
     431.250	 -4.7329e+03
     431.500	 -5.4866e+03
     431.750	 -5.0548e+03
     432.000	 -3.8115e+03
     432.250	 -2.7781e+03
     432.500	 -2.7294e+03
     432.750	 -3.5750e+03
     433.000	 -4.4073e+03
     433.250	 -4.1498e+03
     433.500	 -2.5597e+03
     433.750	 -6.2532e+02
     434.000	  5.2005e+02
     434.250	  5.9605e+02
     434.500	  1.5180e+01
     434.750	 -2.9370e+02
     435.000	  4.1180e+02
     435.250	  1.1232e+03
     435.500	  4.9349e+02
     435.750	 -9.3526e+02
     436.000	 -2.5302e+03
     436.250	 -4.0559e+03
     436.500	 -4.4412e+03
     436.750	 -3.3609e+03
     437.000	 -2.1060e+03
     437.250	 -1.7810e+03
     437.500	 -1.5714e+03
     437.750	 -3.5720e+02
     438.000	  6.1768e+02
     438.250	  1.5199e+02
     438.500	 -1.0034e+03
     438.750	 -2.7374e+03
     439.000	 -4.3639e+03
     439.250	 -3.8210e+03
     439.500	 -2.0282e+03
     439.750	 -1.7343e+03
     440.000	 -2.8248e+03
     440.250	 -3.2302e+03
     440.500	 -2.2140e+03
     440.750	 -1.1109e+03
     441.000	 -1.3194e+03
     441.250	 -2.4115e+03
     441.500	 -2.8188e+03
     441.750	 -2.1356e+03
     442.000	 -1.7800e+03
     442.250	 -2.3784e+03
     442.500	 -2.7337e+03
     442.750	 -2.5450e+03
     443.000	 -2.4931e+03
     443.250	 -2.3899e+03
     443.500	 -1.7991e+03
     443.750	 -1.0973e+03
     444.000	 -1.3855e+03
     444.250	 -2.6861e+03
     444.500	 -3.3691e+03
     444.750	 -2.9089e+03
     445.000	 -2.3764e+03
     445.250	 -2.0896e+03
     445.500	 -1.6047e+03
     445.750	 -1.0560e+03
     446.000	 -1.0192e+03
     446.250	 -1.6208e+03
     446.500	 -2.1333e+03
     446.750	 -1.5398e+03
     447.000	  1.2205e+02
     447.250	  1.5271e+03
     447.500	  1.8369e+03
     447.750	  1.6264e+03
     448.000	  1.6129e+03
     448.250	  1.4782e+03
     448.500	  5.0662e+02
     448.750	 -7.5313e+02
     449.000	 -6.6920e+02
     449.250	  5.8655e+02
     449.500	  1.0845e+03
     449.750	  9.5430e+02
     450.000	  1.3297e+03
     450.250	  1.4631e+03
     450.500	  1.0849e+03
     450.750	  1.0629e+03
     451.000	  1.1987e+03
     451.250	  1.2274e+03
     451.500	  1.5017e+03
     451.750	  1.4006e+03
     452.000	  6.4012e+02
     452.250	  3.7605e+02
     452.500	  5.4637e+02
     452.750	 -1.6901e+02
     453.000	 -1.7374e+03
     453.250	 -2.7379e+03
     453.500	 -2.1586e+03
     453.750	 -2.8663e+02
     454.000	  1.5949e+03
     454.250	  2.2868e+03
     454.500	  1.7217e+03
     454.750	  7.0580e+02
     455.000	  5.3449e+02
     455.250	  1.5306e+03
     455.500	  2.1752e+03
     455.750	  1.6701e+03
     456.000	  1.4493e+02
     456.250	 -2.0735e+03
     456.500	 -3.0315e+03
     456.750	 -1.6566e+03
     457.000	  4.8849e+02
     457.250	  2.2082e+03
     457.500	  3.2138e+03
     457.750	  3.2209e+03
     458.000	  2.4411e+03
     458.250	  1.4587e+03
     458.500	  1.0030e+03
     458.750	  1.2455e+03
     459.000	  1.2959e+03
     459.250	  7.2580e+02
     459.500	 -2.2457e+02
     459.750	 -1.3251e+03
     460.000	 -1.6349e+03
     460.250	 -9.4651e+02
     460.500	 -4.9551e+02
     460.750	 -6.5376e+02
     461.000	 -7.8126e+02
     461.250	 -6.0226e+02
     461.500	  1.1549e+02
     461.750	  1.7568e+03
     462.000	  3.3878e+03
     462.250	  3.4417e+03
     462.500	  2.6440e+03
     462.750	  2.7044e+03
     463.000	  3.1666e+03
     463.250	  2.7452e+03
     463.500	  1.4024e+03
     463.750	  2.8793e+02
     464.000	  7.1112e+02
     464.250	  2.0811e+03
     464.500	  2.7625e+03
     464.750	  2.6241e+03
     465.000	  2.1846e+03
     465.250	  1.8183e+03
     465.500	  1.5442e+03
     465.750	  8.2780e+02
     466.000	  2.0493e+02
     466.250	  9.4137e+02
     466.500	  2.8666e+03
     466.750	  4.4905e+03
     467.000	  5.1172e+03
     467.250	  5.1320e+03
     467.500	  4.7538e+03
     467.750	  4.3189e+03
     468.000	  3.8021e+03
     468.250	  2.6982e+03
     468.500	  1.7174e+03
     468.750	  1.7835e+03
     469.000	  2.4982e+03
     469.250	  3.1221e+03
     469.500	  3.4901e+03
     469.750	  4.2686e+03
     470.000	  5.2821e+03
     470.250	  4.9331e+03
     470.500	  3.3044e+03
     470.750	  2.0597e+03
     471.000	  1.8655e+03
     471.250	  2.3055e+03
     471.500	  2.4501e+03
     471.750	  1.9329e+03
     472.000	  1.6976e+03
     472.250	  2.2135e+03
     472.500	  2.6416e+03
     472.750	  2.7891e+03
     473.000	  3.0689e+03
     473.250	  3.0671e+03
     473.500	  2.6363e+03
     473.750	  2.3355e+03
     474.000	  2.4406e+03
     474.250	  2.8599e+03
     474.500	  3.1166e+03
     474.750	  3.0517e+03
     475.000	  2.9068e+03
     475.250	  2.7791e+03
     475.500	  2.9883e+03
     475.750	  3.0287e+03
     476.000	  2.3160e+03
     476.250	  1.8929e+03
     476.500	  1.9455e+03
     476.750	  1.4067e+03
     477.000	  7.5249e+02
     477.250	  1.0014e+03
     477.500	  1.4619e+03
     477.750	  1.6171e+03
     478.000	  2.4685e+03
     478.250	  3.5824e+03
     478.500	  3.8452e+03
     478.750	  4.3049e+03
     479.000	  4.9549e+03
     479.250	  4.4430e+03
     479.500	  3.9844e+03
     479.750	  4.8231e+03
     480.000	  5.5053e+03
     480.250	  4.9979e+03
     480.500	  4.3697e+03
     480.750	  4.4754e+03
     481.000	  4.5003e+03
     481.250	  3.8186e+03
     481.500	  3.2003e+03
