       Field	   Intensity
     249.000	  4.9634e+04
     249.250	  5.0850e+04
     249.500	  5.1441e+04
     249.750	  5.0968e+04
     250.000	  5.0240e+04
     250.250	  5.0203e+04
     250.500	  5.0578e+04
     250.750	  5.0617e+04
     251.000	  5.0323e+04
     251.250	  5.0351e+04
     251.500	  5.0774e+04
     251.750	  5.0656e+04
     252.000	  4.9669e+04
     252.250	  4.8933e+04
     252.500	  4.9447e+04
     252.750	  5.0774e+04
     253.000	  5.1600e+04
     253.250	  5.1589e+04
     253.500	  5.1552e+04
     253.750	  5.1502e+04
     254.000	  5.1637e+04
     254.250	  5.2618e+04
     254.500	  5.3325e+04
     254.750	  5.2858e+04
     255.000	  5.2233e+04
     255.250	  5.2052e+04
     255.500	  5.1460e+04
     255.750	  4.9900e+04
     256.000	  4.8238e+04
     256.250	  4.7589e+04
     256.500	  4.8486e+04
     256.750	  5.0611e+04
     257.000	  5.2852e+04
     257.250	  5.4047e+04
     257.500	  5.4150e+04
     257.750	  5.4410e+04
     258.000	  5.4679e+04
     258.250	  5.3963e+04
     258.500	  5.3376e+04
     258.750	  5.3704e+04
     259.000	  5.4084e+04
     259.250	  5.4353e+04
     259.500	  5.5155e+04
     259.750	  5.6405e+04
     260.000	  5.6948e+04
     260.250	  5.6590e+04
     260.500	  5.6229e+04
     260.750	  5.5878e+04
     261.000	  5.5608e+04
     261.250	  5.5865e+04
     261.500	  5.6343e+04
     261.750	  5.7082e+04
     262.000	  5.7887e+04
     262.250	  5.7670e+04
     262.500	  5.7212e+04
     262.750	  5.7703e+04
     263.000	  5.8016e+04
     263.250	  5.7300e+04
     263.500	  5.6527e+04
     263.750	  5.7161e+04
     264.000	  5.8939e+04
     264.250	  6.0039e+04
     264.500	  5.9741e+04
     264.750	  5.8624e+04
     265.000	  5.8003e+04
     265.250	  5.8849e+04
     265.500	  6.0286e+04
     265.750	  6.0781e+04
     266.000	  6.0498e+04
     266.250	  6.0712e+04
     266.500	  6.1407e+04
     266.750	  6.2333e+04
     267.000	  6.3401e+04
     267.250	  6.3537e+04
     267.500	  6.3215e+04
     267.750	  6.3759e+04
     268.000	  6.4165e+04
     268.250	  6.3293e+04
     268.500	  6.2195e+04
     268.750	  6.2633e+04
     269.000	  6.4647e+04
     269.250	  6.6489e+04
     269.500	  6.6973e+04
     269.750	  6.6648e+04
     270.000	  6.6783e+04
     270.250	  6.7543e+04
     270.500	  6.8536e+04
     270.750	  6.9864e+04
     271.000	  7.0911e+04
     271.250	  7.0885e+04
     271.500	  7.0375e+04
     271.750	  7.0229e+04
     272.000	  7.0439e+04
     272.250	  7.1016e+04
     272.500	  7.1605e+04
     272.750	  7.1524e+04
     273.000	  7.1771e+04
     273.250	  7.3327e+04
     273.500	  7.4710e+04
     273.750	  7.4625e+04
     274.000	  7.4470e+04
     274.250	  7.5342e+04
     274.500	  7.5972e+04
     274.750	  7.6240e+04
     275.000	  7.7551e+04
     275.250	  7.9305e+04
     275.500	  7.9980e+04
     275.750	  7.9874e+04
     276.000	  7.9982e+04
     276.250	  8.0536e+04
     276.500	  8.1341e+04
     276.750	  8.1737e+04
     277.000	  8.1236e+04
     277.250	  8.0545e+04
     277.500	  8.0679e+04
     277.750	  8.1762e+04
     278.000	  8.3257e+04
     278.250	  8.4689e+04
     278.500	  8.5674e+04
     278.750	  8.6060e+04
     279.000	  8.6798e+04
     279.250	  8.8776e+04
     279.500	  9.1061e+04
     279.750	  9.2215e+04
     280.000	  9.2129e+04
     280.250	  9.1872e+04
     280.500	  9.2091e+04
     280.750	  9.2504e+04
     281.000	  9.2866e+04
     281.250	  9.2994e+04
     281.500	  9.3220e+04
     281.750	  9.4661e+04
     282.000	  9.7213e+04
     282.250	  9.9674e+04
     282.500	  1.0154e+05
     282.750	  1.0240e+05
     283.000	  1.0209e+05
     283.250	  1.0152e+05
     283.500	  1.0187e+05
     283.750	  1.0342e+05
     284.000	  1.0491e+05
     284.250	  1.0516e+05
     284.500	  1.0486e+05
     284.750	  1.0525e+05
     285.000	  1.0659e+05
     285.250	  1.0802e+05
     285.500	  1.0859e+05
     285.750	  1.0875e+05
     286.000	  1.1009e+05
     286.250	  1.1257e+05
     286.500	  1.1460e+05
     286.750	  1.1571e+05
     287.000	  1.1597e+05
     287.250	  1.1548e+05
     287.500	  1.1560e+05
     287.750	  1.1693e+05
     288.000	  1.1783e+05
     288.250	  1.1781e+05
     288.500	  1.1864e+05
     288.750	  1.2063e+05
     289.000	  1.2236e+05
     289.250	  1.2360e+05
     289.500	  1.2425e+05
     289.750	  1.2419e+05
     290.000	  1.2453e+05
     290.250	  1.2556e+05
     290.500	  1.2631e+05
     290.750	  1.2666e+05
     291.000	  1.2709e+05
     291.250	  1.2796e+05
     291.500	  1.2963e+05
     291.750	  1.3152e+05
     292.000	  1.3303e+05
     292.250	  1.3454e+05
     292.500	  1.3570e+05
     292.750	  1.3574e+05
     293.000	  1.3518e+05
     293.250	  1.3499e+05
     293.500	  1.3587e+05
     293.750	  1.3787e+05
     294.000	  1.3941e+05
     294.250	  1.3956e+05
     294.500	  1.3991e+05
     294.750	  1.4167e+05
     295.000	  1.4371e+05
     295.250	  1.4442e+05
     295.500	  1.4430e+05
     295.750	  1.4518e+05
     296.000	  1.4695e+05
     296.250	  1.4795e+05
     296.500	  1.4846e+05
     296.750	  1.4968e+05
     297.000	  1.5089e+05
     297.250	  1.5158e+05
     297.500	  1.5284e+05
     297.750	  1.5481e+05
     298.000	  1.5636e+05
     298.250	  1.5686e+05
     298.500	  1.5682e+05
     298.750	  1.5709e+05
     299.000	  1.5791e+05
     299.250	  1.5933e+05
     299.500	  1.6136e+05
     299.750	  1.6359e+05
     300.000	  1.6544e+05
     300.250	  1.6668e+05
     300.500	  1.6725e+05
     300.750	  1.6757e+05
     301.000	  1.6815e+05
     301.250	  1.6863e+05
     301.500	  1.6888e+05
     301.750	  1.6981e+05
     302.000	  1.7164e+05
     302.250	  1.7348e+05
     302.500	  1.7465e+05
     302.750	  1.7580e+05
     303.000	  1.7737e+05
     303.250	  1.7800e+05
     303.500	  1.7754e+05
     303.750	  1.7795e+05
     304.000	  1.7942e+05
     304.250	  1.8108e+05
     304.500	  1.8298e+05
     304.750	  1.8440e+05
     305.000	  1.8502e+05
     305.250	  1.8627e+05
     305.500	  1.8823e+05
     305.750	  1.8987e+05
     306.000	  1.9143e+05
     306.250	  1.9371e+05
     306.500	  1.9638e+05
     306.750	  1.9833e+05
     307.000	  1.9953e+05
     307.250	  2.0010e+05
     307.500	  1.9935e+05
     307.750	  1.9835e+05
     308.000	  1.9899e+05
     308.250	  2.0111e+05
     308.500	  2.0342e+05
     308.750	  2.0515e+05
     309.000	  2.0677e+05
     309.250	  2.0874e+05
     309.500	  2.1013e+05
     309.750	  2.1074e+05
     310.000	  2.1171e+05
     310.250	  2.1309e+05
     310.500	  2.1422e+05
     310.750	  2.1562e+05
     311.000	  2.1754e+05
     311.250	  2.1911e+05
     311.500	  2.2033e+05
     311.750	  2.2196e+05
     312.000	  2.2419e+05
     312.250	  2.2708e+05
     312.500	  2.2996e+05
     312.750	  2.3177e+05
     313.000	  2.3311e+05
     313.250	  2.3485e+05
     313.500	  2.3706e+05
     313.750	  2.3929e+05
     314.000	  2.4072e+05
     314.250	  2.4176e+05
     314.500	  2.4336e+05
     314.750	  2.4543e+05
     315.000	  2.4870e+05
     315.250	  2.5367e+05
     315.500	  2.5872e+05
     315.750	  2.6254e+05
     316.000	  2.6529e+05
     316.250	  2.6742e+05
     316.500	  2.6950e+05
     316.750	  2.7234e+05
     317.000	  2.7630e+05
     317.250	  2.8094e+05
     317.500	  2.8541e+05
     317.750	  2.8913e+05
     318.000	  2.9279e+05
     318.250	  2.9811e+05
     318.500	  3.0462e+05
     318.750	  3.1013e+05
     319.000	  3.1514e+05
     319.250	  3.2119e+05
     319.500	  3.2703e+05
     319.750	  3.3190e+05
     320.000	  3.3796e+05
     320.250	  3.4589e+05
     320.500	  3.5360e+05
     320.750	  3.6025e+05
     321.000	  3.6718e+05
     321.250	  3.7548e+05
     321.500	  3.8505e+05
     321.750	  3.9523e+05
     322.000	  4.0541e+05
     322.250	  4.1593e+05
     322.500	  4.2737e+05
     322.750	  4.3931e+05
     323.000	  4.5148e+05
     323.250	  4.6443e+05
     323.500	  4.7842e+05
     323.750	  4.9330e+05
     324.000	  5.0922e+05
     324.250	  5.2580e+05
     324.500	  5.4293e+05
     324.750	  5.6205e+05
     325.000	  5.8306e+05
     325.250	  6.0369e+05
     325.500	  6.2391e+05
     325.750	  6.4597e+05
     326.000	  6.7099e+05
     326.250	  6.9844e+05
     326.500	  7.2715e+05
     326.750	  7.5696e+05
     327.000	  7.8919e+05
     327.250	  8.2394e+05
     327.500	  8.5978e+05
     327.750	  8.9641e+05
     328.000	  9.3498e+05
     328.250	  9.7669e+05
     328.500	  1.0221e+06
     328.750	  1.0701e+06
     329.000	  1.1196e+06
     329.250	  1.1724e+06
     329.500	  1.2300e+06
     329.750	  1.2903e+06
     330.000	  1.3521e+06
     330.250	  1.4169e+06
     330.500	  1.4861e+06
     330.750	  1.5587e+06
     331.000	  1.6332e+06
     331.250	  1.7089e+06
     331.500	  1.7847e+06
     331.750	  1.8591e+06
     332.000	  1.9312e+06
     332.250	  1.9978e+06
     332.500	  2.0536e+06
     332.750	  2.0884e+06
     333.000	  2.0837e+06
     333.250	  2.0109e+06
     333.500	  1.8325e+06
     333.750	  1.5056e+06
     334.000	  1.0130e+06
     334.250	  4.1274e+05
     334.500	 -1.7151e+05
     334.750	 -6.3689e+05
     335.000	 -9.5773e+05
     335.250	 -1.1609e+06
     335.500	 -1.2839e+06
     335.750	 -1.3563e+06
     336.000	 -1.3969e+06
     336.250	 -1.4161e+06
     336.500	 -1.4205e+06
     336.750	 -1.4144e+06
     337.000	 -1.4004e+06
     337.250	 -1.3805e+06
     337.500	 -1.3559e+06
     337.750	 -1.3283e+06
     338.000	 -1.2995e+06
     338.250	 -1.2706e+06
     338.500	 -1.2415e+06
     338.750	 -1.2123e+06
     339.000	 -1.1835e+06
     339.250	 -1.1541e+06
     339.500	 -1.1238e+06
     339.750	 -1.0938e+06
     340.000	 -1.0650e+06
     340.250	 -1.0369e+06
     340.500	 -1.0096e+06
     340.750	 -9.8368e+05
     341.000	 -9.5823e+05
     341.250	 -9.3281e+05
     341.500	 -9.0897e+05
     341.750	 -8.8712e+05
     342.000	 -8.6625e+05
     342.250	 -8.4661e+05
     342.500	 -8.2774e+05
     342.750	 -8.0840e+05
     343.000	 -7.8988e+05
     343.250	 -7.7336e+05
     343.500	 -7.5702e+05
     343.750	 -7.3940e+05
     344.000	 -7.2165e+05
     344.250	 -7.0536e+05
     344.500	 -6.9091e+05
     344.750	 -6.7772e+05
     345.000	 -6.6498e+05
     345.250	 -6.5255e+05
     345.500	 -6.4018e+05
     345.750	 -6.2726e+05
     346.000	 -6.1479e+05
     346.250	 -6.0386e+05
     346.500	 -5.9302e+05
     346.750	 -5.8148e+05
     347.000	 -5.7114e+05
     347.250	 -5.6251e+05
     347.500	 -5.5376e+05
     347.750	 -5.4448e+05
     348.000	 -5.3581e+05
     348.250	 -5.2792e+05
     348.500	 -5.2039e+05
     348.750	 -5.1304e+05
     349.000	 -5.0539e+05
     349.250	 -4.9700e+05
     349.500	 -4.8846e+05
     349.750	 -4.8050e+05
     350.000	 -4.7284e+05
     350.250	 -4.6520e+05
     350.500	 -4.5843e+05
     350.750	 -4.5306e+05
     351.000	 -4.4816e+05
     351.250	 -4.4271e+05
     351.500	 -4.3687e+05
     351.750	 -4.3130e+05
     352.000	 -4.2601e+05
     352.250	 -4.2054e+05
     352.500	 -4.1477e+05
     352.750	 -4.0909e+05
     353.000	 -4.0349e+05
     353.250	 -3.9789e+05
     353.500	 -3.9308e+05
     353.750	 -3.8944e+05
     354.000	 -3.8626e+05
     354.250	 -3.8296e+05
     354.500	 -3.7927e+05
     354.750	 -3.7452e+05
     355.000	 -3.6944e+05
     355.250	 -3.6567e+05
     355.500	 -3.6259e+05
     355.750	 -3.5865e+05
     356.000	 -3.5457e+05
     356.250	 -3.5176e+05
     356.500	 -3.4925e+05
     356.750	 -3.4521e+05
     357.000	 -3.4033e+05
     357.250	 -3.3653e+05
     357.500	 -3.3387e+05
     357.750	 -3.3095e+05
     358.000	 -3.2739e+05
     358.250	 -3.2389e+05
     358.500	 -3.2069e+05
     358.750	 -3.1748e+05
     359.000	 -3.1364e+05
     359.250	 -3.0927e+05
     359.500	 -3.0555e+05
     359.750	 -3.0316e+05
     360.000	 -3.0118e+05
     360.250	 -2.9876e+05
     360.500	 -2.9658e+05
     360.750	 -2.9409e+05
     361.000	 -2.9012e+05
     361.250	 -2.8684e+05
     361.500	 -2.8571e+05
     361.750	 -2.8405e+05
     362.000	 -2.8030e+05
     362.250	 -2.7630e+05
     362.500	 -2.7379e+05
     362.750	 -2.7205e+05
     363.000	 -2.6959e+05
     363.250	 -2.6697e+05
     363.500	 -2.6534e+05
     363.750	 -2.6418e+05
     364.000	 -2.6235e+05
     364.250	 -2.5922e+05
     364.500	 -2.5513e+05
     364.750	 -2.5134e+05
     365.000	 -2.4848e+05
     365.250	 -2.4585e+05
     365.500	 -2.4332e+05
     365.750	 -2.4166e+05
     366.000	 -2.4080e+05
     366.250	 -2.3986e+05
     366.500	 -2.3793e+05
     366.750	 -2.3485e+05
     367.000	 -2.3167e+05
     367.250	 -2.2981e+05
     367.500	 -2.2925e+05
     367.750	 -2.2856e+05
     368.000	 -2.2680e+05
     368.250	 -2.2427e+05
     368.500	 -2.2139e+05
     368.750	 -2.1841e+05
     369.000	 -2.1560e+05
     369.250	 -2.1350e+05
     369.500	 -2.1244e+05
     369.750	 -2.1141e+05
     370.000	 -2.0952e+05
     370.250	 -2.0756e+05
     370.500	 -2.0621e+05
     370.750	 -2.0492e+05
     371.000	 -2.0297e+05
     371.250	 -2.0046e+05
     371.500	 -1.9809e+05
     371.750	 -1.9646e+05
     372.000	 -1.9534e+05
     372.250	 -1.9352e+05
     372.500	 -1.9060e+05
     372.750	 -1.8792e+05
     373.000	 -1.8647e+05
     373.250	 -1.8559e+05
     373.500	 -1.8474e+05
     373.750	 -1.8400e+05
     374.000	 -1.8246e+05
     374.250	 -1.7947e+05
     374.500	 -1.7615e+05
     374.750	 -1.7348e+05
     375.000	 -1.7143e+05
     375.250	 -1.7038e+05
     375.500	 -1.7034e+05
     375.750	 -1.6954e+05
     376.000	 -1.6701e+05
     376.250	 -1.6438e+05
     376.500	 -1.6300e+05
     376.750	 -1.6224e+05
     377.000	 -1.6093e+05
     377.250	 -1.5902e+05
     377.500	 -1.5716e+05
     377.750	 -1.5551e+05
     378.000	 -1.5392e+05
     378.250	 -1.5212e+05
     378.500	 -1.4994e+05
     378.750	 -1.4810e+05
     379.000	 -1.4732e+05
     379.250	 -1.4661e+05
     379.500	 -1.4484e+05
     379.750	 -1.4266e+05
     380.000	 -1.4114e+05
     380.250	 -1.4038e+05
     380.500	 -1.3963e+05
     380.750	 -1.3819e+05
     381.000	 -1.3645e+05
     381.250	 -1.3560e+05
     381.500	 -1.3568e+05
     381.750	 -1.3517e+05
     382.000	 -1.3328e+05
     382.250	 -1.3062e+05
     382.500	 -1.2825e+05
     382.750	 -1.2671e+05
     383.000	 -1.2571e+05
     383.250	 -1.2477e+05
     383.500	 -1.2364e+05
     383.750	 -1.2211e+05
     384.000	 -1.2016e+05
     384.250	 -1.1820e+05
     384.500	 -1.1626e+05
     384.750	 -1.1403e+05
     385.000	 -1.1259e+05
     385.250	 -1.1237e+05
     385.500	 -1.1183e+05
     385.750	 -1.1081e+05
     386.000	 -1.1023e+05
     386.250	 -1.0948e+05
     386.500	 -1.0847e+05
     386.750	 -1.0815e+05
     387.000	 -1.0808e+05
     387.250	 -1.0697e+05
     387.500	 -1.0491e+05
     387.750	 -1.0279e+05
     388.000	 -1.0070e+05
     388.250	 -9.8909e+04
     388.500	 -9.8430e+04
     388.750	 -9.9018e+04
     389.000	 -9.8985e+04
     389.250	 -9.7469e+04
     389.500	 -9.5727e+04
     389.750	 -9.5166e+04
     390.000	 -9.4869e+04
     390.250	 -9.3887e+04
     390.500	 -9.3139e+04
     390.750	 -9.2252e+04
     391.000	 -9.0353e+04
     391.250	 -8.9071e+04
     391.500	 -8.8846e+04
     391.750	 -8.7497e+04
     392.000	 -8.4899e+04
     392.250	 -8.3228e+04
     392.500	 -8.2972e+04
     392.750	 -8.2498e+04
     393.000	 -8.1200e+04
     393.250	 -8.0453e+04
     393.500	 -8.1042e+04
     393.750	 -8.2035e+04
     394.000	 -8.2200e+04
     394.250	 -8.0922e+04
     394.500	 -7.8642e+04
     394.750	 -7.7006e+04
     395.000	 -7.7112e+04
     395.250	 -7.7771e+04
     395.500	 -7.7030e+04
     395.750	 -7.4980e+04
     396.000	 -7.3510e+04
     396.250	 -7.3082e+04
     396.500	 -7.2489e+04
     396.750	 -7.1803e+04
     397.000	 -7.1747e+04
     397.250	 -7.1762e+04
     397.500	 -7.1428e+04
     397.750	 -7.1252e+04
     398.000	 -7.1139e+04
     398.250	 -7.0618e+04
     398.500	 -6.9935e+04
     398.750	 -6.9424e+04
     399.000	 -6.8858e+04
     399.250	 -6.8005e+04
     399.500	 -6.7174e+04
     399.750	 -6.6348e+04
     400.000	 -6.5271e+04
     400.250	 -6.4523e+04
     400.500	 -6.4094e+04
     400.750	 -6.2940e+04
     401.000	 -6.1291e+04
     401.250	 -6.0552e+04
     401.500	 -6.1072e+04
     401.750	 -6.2120e+04
     402.000	 -6.2624e+04
     402.250	 -6.1690e+04
     402.500	 -6.0012e+04
     402.750	 -5.9225e+04
     403.000	 -5.9328e+04
     403.250	 -5.9031e+04
     403.500	 -5.8203e+04
     403.750	 -5.7505e+04
     404.000	 -5.6885e+04
     404.250	 -5.6225e+04
     404.500	 -5.6012e+04
     404.750	 -5.6236e+04
     405.000	 -5.5862e+04
     405.250	 -5.4410e+04
     405.500	 -5.2915e+04
     405.750	 -5.2544e+04
     406.000	 -5.2683e+04
     406.250	 -5.2181e+04
     406.500	 -5.1585e+04
     406.750	 -5.1754e+04
     407.000	 -5.2298e+04
     407.250	 -5.2142e+04
     407.500	 -5.0783e+04
     407.750	 -4.9185e+04
     408.000	 -4.8399e+04
     408.250	 -4.7927e+04
     408.500	 -4.7286e+04
     408.750	 -4.7371e+04
     409.000	 -4.8267e+04
     409.250	 -4.8677e+04
     409.500	 -4.8255e+04
     409.750	 -4.7500e+04
     410.000	 -4.6358e+04
     410.250	 -4.5217e+04
     410.500	 -4.5013e+04
     410.750	 -4.5130e+04
     411.000	 -4.4392e+04
     411.250	 -4.3523e+04
     411.500	 -4.3723e+04
     411.750	 -4.4324e+04
     412.000	 -4.4023e+04
     412.250	 -4.2806e+04
     412.500	 -4.1781e+04
     412.750	 -4.2015e+04
     413.000	 -4.2791e+04
     413.250	 -4.3037e+04
     413.500	 -4.3317e+04
     413.750	 -4.3285e+04
     414.000	 -4.2184e+04
     414.250	 -4.1168e+04
     414.500	 -4.0971e+04
     414.750	 -4.1048e+04
     415.000	 -4.0897e+04
     415.250	 -4.0670e+04
     415.500	 -4.1033e+04
     415.750	 -4.1166e+04
     416.000	 -3.9853e+04
     416.250	 -3.7957e+04
     416.500	 -3.6457e+04
     416.750	 -3.5858e+04
     417.000	 -3.6811e+04
     417.250	 -3.8246e+04
     417.500	 -3.8297e+04
     417.750	 -3.7283e+04
     418.000	 -3.6788e+04
     418.250	 -3.6795e+04
     418.500	 -3.6147e+04
     418.750	 -3.4581e+04
     419.000	 -3.3242e+04
     419.250	 -3.3321e+04
     419.500	 -3.3805e+04
     419.750	 -3.3119e+04
     420.000	 -3.2265e+04
     420.250	 -3.2522e+04
     420.500	 -3.3177e+04
     420.750	 -3.3867e+04
     421.000	 -3.4506e+04
     421.250	 -3.4006e+04
     421.500	 -3.2268e+04
     421.750	 -3.0613e+04
     422.000	 -2.9983e+04
     422.250	 -2.9831e+04
     422.500	 -2.9330e+04
     422.750	 -2.9067e+04
     423.000	 -2.9478e+04
     423.250	 -2.9670e+04
     423.500	 -2.9106e+04
     423.750	 -2.8574e+04
     424.000	 -2.9080e+04
     424.250	 -3.0447e+04
     424.500	 -3.1412e+04
     424.750	 -3.1125e+04
     425.000	 -2.9796e+04
     425.250	 -2.8014e+04
     425.500	 -2.6772e+04
     425.750	 -2.6773e+04
     426.000	 -2.7363e+04
     426.250	 -2.7483e+04
     426.500	 -2.7060e+04
     426.750	 -2.6761e+04
     427.000	 -2.6336e+04
     427.250	 -2.5293e+04
     427.500	 -2.4486e+04
     427.750	 -2.4337e+04
     428.000	 -2.4494e+04
     428.250	 -2.4918e+04
     428.500	 -2.4687e+04
     428.750	 -2.3404e+04
     429.000	 -2.2757e+04
     429.250	 -2.3317e+04
     429.500	 -2.3836e+04
     429.750	 -2.3928e+04
     430.000	 -2.3497e+04
     430.250	 -2.2364e+04
     430.500	 -2.1622e+04
     430.750	 -2.1606e+04
     431.000	 -2.1128e+04
     431.250	 -2.0183e+04
     431.500	 -1.9789e+04
     431.750	 -2.0139e+04
     432.000	 -2.0986e+04
     432.250	 -2.1939e+04
     432.500	 -2.2096e+04
     432.750	 -2.1438e+04
     433.000	 -2.0867e+04
     433.250	 -2.0391e+04
     433.500	 -1.9533e+04
     433.750	 -1.8698e+04
     434.000	 -1.8789e+04
     434.250	 -1.9676e+04
     434.500	 -2.0198e+04
     434.750	 -2.0043e+04
     435.000	 -2.0262e+04
     435.250	 -2.0961e+04
     435.500	 -2.0909e+04
     435.750	 -1.9858e+04
     436.000	 -1.8429e+04
     436.250	 -1.7545e+04
     436.500	 -1.8179e+04
     436.750	 -1.9388e+04
     437.000	 -1.9439e+04
     437.250	 -1.8596e+04
     437.500	 -1.7901e+04
     437.750	 -1.7336e+04
     438.000	 -1.6251e+04
     438.250	 -1.4651e+04
     438.500	 -1.3578e+04
     438.750	 -1.3864e+04
     439.000	 -1.5051e+04
     439.250	 -1.5553e+04
     439.500	 -1.4865e+04
     439.750	 -1.4499e+04
     440.000	 -1.4447e+04
     440.250	 -1.3503e+04
     440.500	 -1.2934e+04
     440.750	 -1.4128e+04
     441.000	 -1.5748e+04
     441.250	 -1.6011e+04
     441.500	 -1.5301e+04
     441.750	 -1.4904e+04
     442.000	 -1.4656e+04
     442.250	 -1.3962e+04
     442.500	 -1.3330e+04
     442.750	 -1.3785e+04
     443.000	 -1.5425e+04
     443.250	 -1.6670e+04
     443.500	 -1.5489e+04
     443.750	 -1.2284e+04
     444.000	 -1.0143e+04
     444.250	 -1.0620e+04
     444.500	 -1.2403e+04
     444.750	 -1.3944e+04
     445.000	 -1.4537e+04
     445.250	 -1.4329e+04
     445.500	 -1.3556e+04
     445.750	 -1.2011e+04
     446.000	 -1.0366e+04
     446.250	 -9.7292e+03
     446.500	 -1.0200e+04
     446.750	 -1.1317e+04
     447.000	 -1.1884e+04
     447.250	 -1.0926e+04
     447.500	 -9.6241e+03
     447.750	 -9.1478e+03
     448.000	 -8.9016e+03
     448.250	 -8.7445e+03
     448.500	 -9.2346e+03
     448.750	 -1.0081e+04
     449.000	 -1.1019e+04
     449.250	 -1.1993e+04
     449.500	 -1.1930e+04
     449.750	 -1.0507e+04
     450.000	 -8.9837e+03
     450.250	 -7.9038e+03
     450.500	 -7.6009e+03
     450.750	 -8.7275e+03
     451.000	 -1.0438e+04
     451.250	 -1.1085e+04
     451.500	 -1.0341e+04
     451.750	 -8.9455e+03
     452.000	 -7.6202e+03
     452.250	 -7.1040e+03
     452.500	 -7.5697e+03
     452.750	 -8.2220e+03
     453.000	 -8.2650e+03
     453.250	 -7.5562e+03
     453.500	 -6.9144e+03
     453.750	 -7.3931e+03
     454.000	 -8.9506e+03
     454.250	 -1.0721e+04
     454.500	 -1.1592e+04
     454.750	 -1.0620e+04
     455.000	 -8.6180e+03
     455.250	 -7.2500e+03
     455.500	 -6.3331e+03
     455.750	 -5.6584e+03
     456.000	 -5.7329e+03
     456.250	 -5.7503e+03
     456.500	 -5.4029e+03
     456.750	 -5.0892e+03
     457.000	 -4.4578e+03
     457.250	 -4.2777e+03
     457.500	 -5.5322e+03
     457.750	 -6.5755e+03
     458.000	 -5.7312e+03
     458.250	 -4.2702e+03
     458.500	 -3.9688e+03
     458.750	 -4.4174e+03
     459.000	 -4.1185e+03
     459.250	 -2.8470e+03
     459.500	 -1.9929e+03
     459.750	 -2.7105e+03
     460.000	 -4.2005e+03
     460.250	 -4.9445e+03
     460.500	 -5.0862e+03
     460.750	 -5.7149e+03
     461.000	 -6.6217e+03
     461.250	 -6.2357e+03
     461.500	 -4.0166e+03
     461.750	 -1.7811e+03
     462.000	 -1.5556e+03
     462.250	 -2.9704e+03
     462.500	 -4.0187e+03
     462.750	 -3.9941e+03
     463.000	 -3.6558e+03
     463.250	 -3.4852e+03
     463.500	 -3.6617e+03
     463.750	 -3.7849e+03
     464.000	 -3.2946e+03
     464.250	 -3.3910e+03
     464.500	 -4.8873e+03
     464.750	 -5.6522e+03
     465.000	 -4.2929e+03
     465.250	 -2.5325e+03
     465.500	 -2.0420e+03
     465.750	 -2.5852e+03
     466.000	 -3.2902e+03
     466.250	 -3.6877e+03
     466.500	 -3.7945e+03
     466.750	 -4.0461e+03
     467.000	 -4.7310e+03
     467.250	 -5.2062e+03
     467.500	 -4.3490e+03
     467.750	 -2.3751e+03
     468.000	 -1.3263e+03
     468.250	 -2.1185e+03
     468.500	 -3.1535e+03
     468.750	 -3.1695e+03
     469.000	 -2.3842e+03
     469.250	 -1.4545e+03
     469.500	 -1.1789e+03
     469.750	 -1.7214e+03
     470.000	 -2.2009e+03
     470.250	 -2.2254e+03
     470.500	 -2.5700e+03
     470.750	 -3.2042e+03
     471.000	 -2.7060e+03
     471.250	 -7.7192e+02
     471.500	  9.8971e+02
     471.750	  1.3571e+03
     472.000	  6.5652e+02
     472.250	 -9.1107e+01
     472.500	 -6.2786e+02
     472.750	 -1.6969e+03
     473.000	 -2.8412e+03
     473.250	 -2.6584e+03
     473.500	 -1.5312e+03
     473.750	 -6.1054e+02
     474.000	  1.3702e+02
     474.250	  5.4908e+02
     474.500	  9.7680e+00
     474.750	 -5.1342e+02
     475.000	 -9.8732e+01
     475.250	 -1.5445e+00
     475.500	 -7.1379e+02
     475.750	 -8.9336e+02
     476.000	 -2.2548e+02
     476.250	  5.7189e+02
     476.500	  1.1083e+03
     476.750	  8.5977e+02
     477.000	  2.7958e+02
     477.250	  6.8752e+02
     477.500	  1.3944e+03
     477.750	  1.2289e+03
     478.000	  3.5089e+02
     478.250	 -1.0457e+03
     478.500	 -1.6900e+03
     478.750	 -3.9942e+02
     479.000	  1.4938e+03
     479.250	  2.5580e+03
     479.500	  2.8986e+03
     479.750	  2.8902e+03
     480.000	  2.3750e+03
     480.250	  1.1778e+03
     480.500	  1.2958e+02
     480.750	  2.6814e+02
     481.000	  1.4265e+03
     481.250	  2.5731e+03
     481.500	  2.7220e+03
     481.750	  1.6726e+03
     482.000	  4.9577e+02
     482.250	  6.4383e+02
     482.500	  2.1243e+03
     482.750	  3.3098e+03
     483.000	  3.2562e+03
     483.250	  2.6362e+03
     483.500	  2.0817e+03
     483.750	  1.9244e+03
     484.000	  2.5923e+03
     484.250	  3.6235e+03
     484.500	  4.0420e+03
     484.750	  3.6516e+03
     485.000	  2.4321e+03
     485.250	  4.9446e+02
     485.500	 -8.0679e+02
     485.750	 -4.0511e+02
     486.000	  5.1389e+02
     486.250	  6.6527e+02
     486.500	  6.6564e+02
     486.750	  1.1435e+03
     487.000	  1.7493e+03
     487.250	  2.2175e+03
     487.500	  2.4658e+03
     487.750	  2.3572e+03
     488.000	  1.9883e+03
     488.250	  1.8204e+03
