       Field	   Intensity
      71.750	  1.8625e+03
      72.000	  3.4145e+03
      72.250	  3.2628e+03
      72.500	  2.3968e+03
      72.750	  1.9551e+03
      73.000	  2.0787e+03
      73.250	  3.3288e+03
      73.500	  5.0518e+03
      73.750	  5.4716e+03
      74.000	  4.0966e+03
      74.250	  1.9933e+03
      74.500	  9.9496e+02
      74.750	  1.5353e+03
      75.000	  2.2463e+03
      75.250	  3.0350e+03
      75.500	  4.3681e+03
      75.750	  5.3140e+03
      76.000	  5.0263e+03
      76.250	  3.6749e+03
      76.500	  2.6494e+03
      76.750	  3.0816e+03
      77.000	  4.1733e+03
      77.250	  5.1359e+03
      77.500	  5.8268e+03
      77.750	  5.2362e+03
      78.000	  3.2258e+03
      78.250	  2.1320e+03
      78.500	  3.4511e+03
      78.750	  5.2793e+03
      79.000	  5.3180e+03
      79.250	  3.8792e+03
      79.500	  2.7223e+03
      79.750	  2.6609e+03
      80.000	  2.8666e+03
      80.250	  2.7191e+03
      80.500	  2.9487e+03
      80.750	  4.0088e+03
      81.000	  5.1090e+03
      81.250	  4.9923e+03
      81.500	  3.4515e+03
      81.750	  1.7994e+03
      82.000	  1.3483e+03
      82.250	  2.2311e+03
      82.500	  3.7465e+03
      82.750	  5.0081e+03
      83.000	  5.1993e+03
      83.250	  4.5594e+03
      83.500	  4.2767e+03
      83.750	  4.7399e+03
      84.000	  5.4878e+03
      84.250	  5.9206e+03
      84.500	  5.8323e+03
      84.750	  5.9411e+03
      85.000	  6.7181e+03
      85.250	  7.4520e+03
      85.500	  7.3955e+03
      85.750	  6.5847e+03
      86.000	  5.5754e+03
      86.250	  4.7314e+03
      86.500	  4.2750e+03
      86.750	  4.8018e+03
      87.000	  5.4991e+03
      87.250	  4.6080e+03
      87.500	  3.2615e+03
      87.750	  3.7045e+03
      88.000	  5.2948e+03
      88.250	  6.4255e+03
      88.500	  7.2600e+03
      88.750	  8.3008e+03
      89.000	  8.7200e+03
      89.250	  8.3538e+03
      89.500	  8.0492e+03
      89.750	  7.2319e+03
      90.000	  5.7834e+03
      90.250	  5.2057e+03
      90.500	  5.4210e+03
      90.750	  5.1574e+03
      91.000	  4.2773e+03
      91.250	  3.4920e+03
      91.500	  3.6248e+03
      91.750	  4.5309e+03
      92.000	  5.6855e+03
      92.250	  7.1945e+03
      92.500	  7.8576e+03
      92.750	  6.7128e+03
      93.000	  5.8361e+03
      93.250	  6.3431e+03
      93.500	  6.6089e+03
      93.750	  6.2149e+03
      94.000	  5.4730e+03
      94.250	  4.0766e+03
      94.500	  3.2866e+03
      94.750	  4.3041e+03
      95.000	  5.6867e+03
      95.250	  6.3162e+03
      95.500	  7.0486e+03
      95.750	  7.7146e+03
      96.000	  7.5638e+03
      96.250	  7.2497e+03
      96.500	  6.9273e+03
      96.750	  6.4158e+03
      97.000	  6.5213e+03
      97.250	  7.0881e+03
      97.500	  7.2879e+03
      97.750	  7.3148e+03
      98.000	  7.0490e+03
      98.250	  6.3643e+03
      98.500	  6.1543e+03
      98.750	  6.3943e+03
      99.000	  6.4953e+03
      99.250	  7.0352e+03
      99.500	  7.8927e+03
      99.750	  7.9220e+03
     100.000	  7.5853e+03
     100.250	  7.9917e+03
     100.500	  8.5450e+03
     100.750	  8.3482e+03
     101.000	  7.6805e+03
     101.250	  6.9757e+03
     101.500	  6.1750e+03
     101.750	  5.1172e+03
     102.000	  3.8210e+03
     102.250	  2.7658e+03
     102.500	  2.8085e+03
     102.750	  4.3025e+03
     103.000	  6.5495e+03
     103.250	  8.4431e+03
     103.500	  9.2443e+03
     103.750	  8.6672e+03
     104.000	  7.3673e+03
     104.250	  6.8216e+03
     104.500	  6.8792e+03
     104.750	  6.0967e+03
     105.000	  5.1861e+03
     105.250	  5.3088e+03
     105.500	  5.5844e+03
     105.750	  5.7282e+03
     106.000	  5.8960e+03
     106.250	  5.0608e+03
     106.500	  3.8725e+03
     106.750	  4.3706e+03
     107.000	  6.2543e+03
     107.250	  7.4433e+03
     107.500	  7.1913e+03
     107.750	  6.9680e+03
     108.000	  7.2135e+03
     108.250	  6.6256e+03
     108.500	  6.1389e+03
     108.750	  7.0521e+03
     109.000	  7.3418e+03
     109.250	  5.8301e+03
     109.500	  4.4384e+03
     109.750	  3.9970e+03
     110.000	  4.1543e+03
     110.250	  5.0596e+03
     110.500	  6.1494e+03
     110.750	  6.9348e+03
     111.000	  7.5396e+03
     111.250	  8.0907e+03
     111.500	  8.6554e+03
     111.750	  8.4590e+03
     112.000	  7.1936e+03
     112.250	  6.0633e+03
     112.500	  5.8295e+03
     112.750	  5.8978e+03
     113.000	  4.9568e+03
     113.250	  3.5256e+03
     113.500	  3.8391e+03
     113.750	  5.1152e+03
     114.000	  5.0330e+03
     114.250	  4.2116e+03
     114.500	  4.3546e+03
     114.750	  5.7394e+03
     115.000	  7.1551e+03
     115.250	  7.3035e+03
     115.500	  6.7254e+03
     115.750	  6.4413e+03
     116.000	  6.4174e+03
     116.250	  6.2920e+03
     116.500	  5.7611e+03
     116.750	  5.0023e+03
     117.000	  4.1860e+03
     117.250	  3.4049e+03
     117.500	  3.4970e+03
     117.750	  4.4872e+03
     118.000	  5.0390e+03
     118.250	  4.9560e+03
     118.500	  4.8623e+03
     118.750	  4.4376e+03
     119.000	  4.0191e+03
     119.250	  4.1258e+03
     119.500	  3.8663e+03
     119.750	  3.0796e+03
     120.000	  2.8368e+03
     120.250	  3.4881e+03
     120.500	  4.0456e+03
     120.750	  3.5405e+03
     121.000	  2.6773e+03
     121.250	  2.7564e+03
     121.500	  3.8377e+03
     121.750	  5.2854e+03
     122.000	  6.6845e+03
     122.250	  7.5996e+03
     122.500	  7.5531e+03
     122.750	  6.8466e+03
     123.000	  6.0668e+03
     123.250	  5.1931e+03
     123.500	  4.8263e+03
     123.750	  5.3251e+03
     124.000	  5.5336e+03
     124.250	  5.3341e+03
     124.500	  5.7554e+03
     124.750	  6.7951e+03
     125.000	  7.8008e+03
     125.250	  8.1070e+03
     125.500	  7.2818e+03
     125.750	  6.4490e+03
     126.000	  6.9815e+03
     126.250	  7.5071e+03
     126.500	  7.0190e+03
     126.750	  7.1098e+03
     127.000	  7.9556e+03
     127.250	  8.3006e+03
     127.500	  7.8781e+03
     127.750	  6.9205e+03
     128.000	  5.7647e+03
     128.250	  4.5538e+03
     128.500	  3.6565e+03
     128.750	  3.8832e+03
     129.000	  4.6741e+03
     129.250	  5.2439e+03
     129.500	  6.5614e+03
     129.750	  8.6152e+03
     130.000	  9.6348e+03
     130.250	  8.8186e+03
     130.500	  7.1617e+03
     130.750	  6.6164e+03
     131.000	  7.2201e+03
     131.250	  7.0171e+03
     131.500	  6.5040e+03
     131.750	  7.2355e+03
     132.000	  8.0094e+03
     132.250	  7.1453e+03
     132.500	  4.9847e+03
     132.750	  3.3740e+03
     133.000	  3.1936e+03
     133.250	  3.6158e+03
     133.500	  4.8453e+03
     133.750	  6.7569e+03
     134.000	  7.7996e+03
     134.250	  8.3834e+03
     134.500	  9.1087e+03
     134.750	  8.8324e+03
     135.000	  7.5469e+03
     135.250	  6.2558e+03
     135.500	  5.7151e+03
     135.750	  6.5843e+03
     136.000	  8.3154e+03
     136.250	  9.3396e+03
     136.500	  9.1802e+03
     136.750	  8.6561e+03
     137.000	  8.5881e+03
     137.250	  9.2738e+03
     137.500	  1.0318e+04
     137.750	  1.0841e+04
     138.000	  1.0203e+04
     138.250	  8.8423e+03
     138.500	  8.0023e+03
     138.750	  8.0598e+03
     139.000	  8.7290e+03
     139.250	  9.7266e+03
     139.500	  9.8795e+03
     139.750	  8.7814e+03
     140.000	  7.5263e+03
     140.250	  6.3015e+03
     140.500	  5.5043e+03
     140.750	  6.3343e+03
     141.000	  7.9616e+03
     141.250	  8.6451e+03
     141.500	  8.2344e+03
     141.750	  7.6093e+03
     142.000	  7.8579e+03
     142.250	  8.7928e+03
     142.500	  8.9214e+03
     142.750	  8.2691e+03
     143.000	  8.2030e+03
     143.250	  8.8177e+03
     143.500	  9.1205e+03
     143.750	  9.1513e+03
     144.000	  9.5800e+03
     144.250	  9.9456e+03
     144.500	  9.9262e+03
     144.750	  9.7608e+03
     145.000	  9.1233e+03
     145.250	  8.8160e+03
     145.500	  9.9861e+03
     145.750	  1.1509e+04
     146.000	  1.1635e+04
     146.250	  1.0312e+04
     146.500	  9.5616e+03
     146.750	  1.0328e+04
     147.000	  1.0436e+04
     147.250	  9.3401e+03
     147.500	  9.1295e+03
     147.750	  9.9162e+03
     148.000	  1.0166e+04
     148.250	  9.2257e+03
     148.500	  7.2881e+03
     148.750	  5.7780e+03
     149.000	  6.7046e+03
     149.250	  9.7583e+03
     149.500	  1.2565e+04
     149.750	  1.3517e+04
     150.000	  1.2544e+04
     150.250	  1.1179e+04
     150.500	  1.1213e+04
     150.750	  1.2522e+04
     151.000	  1.3966e+04
     151.250	  1.4460e+04
     151.500	  1.3804e+04
     151.750	  1.3020e+04
     152.000	  1.2268e+04
     152.250	  1.1553e+04
     152.500	  1.1330e+04
     152.750	  1.1035e+04
     153.000	  1.1007e+04
     153.250	  1.2230e+04
     153.500	  1.3598e+04
     153.750	  1.3865e+04
     154.000	  1.3555e+04
     154.250	  1.3113e+04
     154.500	  1.2369e+04
     154.750	  1.1495e+04
     155.000	  1.0809e+04
     155.250	  1.0683e+04
     155.500	  1.1409e+04
     155.750	  1.2187e+04
     156.000	  1.1964e+04
     156.250	  1.1143e+04
     156.500	  1.0663e+04
     156.750	  1.1150e+04
     157.000	  1.2292e+04
     157.250	  1.2443e+04
     157.500	  1.1357e+04
     157.750	  1.0726e+04
     158.000	  1.1232e+04
     158.250	  1.1943e+04
     158.500	  1.1860e+04
     158.750	  1.1269e+04
     159.000	  1.1088e+04
     159.250	  1.1102e+04
     159.500	  1.1074e+04
     159.750	  1.1624e+04
     160.000	  1.2394e+04
     160.250	  1.2566e+04
     160.500	  1.2031e+04
     160.750	  1.1282e+04
     161.000	  1.1376e+04
     161.250	  1.1906e+04
     161.500	  1.1848e+04
     161.750	  1.2393e+04
     162.000	  1.3951e+04
     162.250	  1.4690e+04
     162.500	  1.4257e+04
     162.750	  1.3425e+04
     163.000	  1.2220e+04
     163.250	  1.1030e+04
     163.500	  1.0722e+04
     163.750	  1.1271e+04
     164.000	  1.1552e+04
     164.250	  1.1435e+04
     164.500	  1.1647e+04
     164.750	  1.1856e+04
     165.000	  1.1656e+04
     165.250	  1.1591e+04
     165.500	  1.2305e+04
     165.750	  1.2670e+04
     166.000	  1.1528e+04
     166.250	  1.0831e+04
     166.500	  1.1718e+04
     166.750	  1.2189e+04
     167.000	  1.1786e+04
     167.250	  1.2106e+04
     167.500	  1.3129e+04
     167.750	  1.3485e+04
     168.000	  1.2462e+04
     168.250	  1.0611e+04
     168.500	  9.2175e+03
     168.750	  9.0323e+03
     169.000	  9.8034e+03
     169.250	  1.0197e+04
     169.500	  9.5120e+03
     169.750	  8.6310e+03
     170.000	  8.0796e+03
     170.250	  8.2468e+03
     170.500	  9.4693e+03
     170.750	  1.0573e+04
     171.000	  1.0316e+04
     171.250	  9.1916e+03
     171.500	  8.3599e+03
     171.750	  8.0795e+03
     172.000	  7.6875e+03
     172.250	  7.0295e+03
     172.500	  7.0418e+03
     172.750	  7.9474e+03
     173.000	  8.6874e+03
     173.250	  8.8596e+03
     173.500	  9.0646e+03
     173.750	  9.2090e+03
     174.000	  8.7206e+03
     174.250	  8.4233e+03
     174.500	  8.8407e+03
     174.750	  8.0780e+03
     175.000	  5.4716e+03
     175.250	  3.6753e+03
     175.500	  4.5928e+03
     175.750	  6.9884e+03
     176.000	  8.4410e+03
     176.250	  7.8025e+03
     176.500	  6.1512e+03
     176.750	  5.3368e+03
     177.000	  5.5664e+03
     177.250	  5.7740e+03
     177.500	  5.7142e+03
     177.750	  5.6355e+03
     178.000	  5.2900e+03
     178.250	  4.8011e+03
     178.500	  4.7596e+03
     178.750	  5.4011e+03
     179.000	  6.3065e+03
     179.250	  6.4842e+03
     179.500	  5.9051e+03
     179.750	  5.1940e+03
     180.000	  3.7621e+03
     180.250	  2.3535e+03
     180.500	  2.8896e+03
     180.750	  4.0553e+03
     181.000	  3.9906e+03
     181.250	  3.4681e+03
     181.500	  3.1080e+03
     181.750	  2.9848e+03
     182.000	  3.1717e+03
     182.250	  3.1251e+03
     182.500	  3.2055e+03
     182.750	  3.9164e+03
     183.000	  3.9085e+03
     183.250	  2.7520e+03
     183.500	  2.1433e+03
     183.750	  2.6575e+03
     184.000	  3.7865e+03
     184.250	  5.0083e+03
     184.500	  5.4444e+03
     184.750	  5.6218e+03
     185.000	  6.2644e+03
     185.250	  6.4306e+03
     185.500	  6.4573e+03
     185.750	  7.2949e+03
     186.000	  7.7409e+03
     186.250	  6.9465e+03
     186.500	  5.9669e+03
     186.750	  5.6736e+03
     187.000	  5.8893e+03
     187.250	  6.4755e+03
     187.500	  7.5250e+03
     187.750	  8.5489e+03
     188.000	  8.8851e+03
     188.250	  8.7147e+03
     188.500	  8.7751e+03
     188.750	  8.8406e+03
     189.000	  7.9861e+03
     189.250	  6.3297e+03
     189.500	  4.9772e+03
     189.750	  4.7321e+03
     190.000	  5.3575e+03
     190.250	  6.1096e+03
     190.500	  6.3596e+03
     190.750	  6.1765e+03
     191.000	  6.8886e+03
     191.250	  8.9903e+03
     191.500	  1.0444e+04
     191.750	  9.5276e+03
     192.000	  7.2846e+03
     192.250	  5.9978e+03
     192.500	  6.4802e+03
     192.750	  7.5120e+03
     193.000	  8.2467e+03
     193.250	  8.9312e+03
     193.500	  9.3206e+03
     193.750	  8.9693e+03
     194.000	  7.7236e+03
     194.250	  5.8688e+03
     194.500	  4.6586e+03
     194.750	  4.9278e+03
     195.000	  6.1468e+03
     195.250	  7.5503e+03
     195.500	  8.2920e+03
     195.750	  8.3371e+03
     196.000	  9.1617e+03
     196.250	  1.0618e+04
     196.500	  1.0837e+04
     196.750	  1.0091e+04
     197.000	  9.8600e+03
     197.250	  1.0171e+04
     197.500	  1.0686e+04
     197.750	  1.1667e+04
     198.000	  1.2804e+04
     198.250	  1.3017e+04
     198.500	  1.2063e+04
     198.750	  1.0807e+04
     199.000	  9.9806e+03
     199.250	  9.7148e+03
     199.500	  9.7834e+03
     199.750	  9.7529e+03
     200.000	  9.2278e+03
     200.250	  8.4708e+03
     200.500	  8.3733e+03
     200.750	  9.1020e+03
     201.000	  9.5413e+03
     201.250	  9.5210e+03
     201.500	  1.0260e+04
     201.750	  1.1184e+04
     202.000	  1.0861e+04
     202.250	  1.0266e+04
     202.500	  1.0656e+04
     202.750	  1.1521e+04
     203.000	  1.2456e+04
     203.250	  1.3374e+04
     203.500	  1.3435e+04
     203.750	  1.2430e+04
     204.000	  1.1325e+04
     204.250	  1.0296e+04
     204.500	  9.1056e+03
     204.750	  8.3839e+03
     205.000	  8.6583e+03
     205.250	  9.7809e+03
     205.500	  1.1038e+04
     205.750	  1.1965e+04
     206.000	  1.2695e+04
     206.250	  1.2928e+04
     206.500	  1.2797e+04
     206.750	  1.3113e+04
     207.000	  1.3570e+04
     207.250	  1.3578e+04
     207.500	  1.3698e+04
     207.750	  1.4203e+04
     208.000	  1.4437e+04
     208.250	  1.4198e+04
     208.500	  1.3795e+04
     208.750	  1.3523e+04
     209.000	  1.3571e+04
     209.250	  1.3661e+04
     209.500	  1.3525e+04
     209.750	  1.3120e+04
     210.000	  1.2315e+04
     210.250	  1.1878e+04
     210.500	  1.2666e+04
     210.750	  1.3649e+04
     211.000	  1.4050e+04
     211.250	  1.4369e+04
     211.500	  1.4516e+04
     211.750	  1.4324e+04
     212.000	  1.3811e+04
     212.250	  1.3617e+04
     212.500	  1.4904e+04
     212.750	  1.6798e+04
     213.000	  1.7690e+04
     213.250	  1.7479e+04
     213.500	  1.6964e+04
     213.750	  1.7221e+04
     214.000	  1.7975e+04
     214.250	  1.8136e+04
     214.500	  1.8131e+04
     214.750	  1.8645e+04
     215.000	  1.9068e+04
     215.250	  1.8892e+04
     215.500	  1.8425e+04
     215.750	  1.8008e+04
     216.000	  1.7950e+04
     216.250	  1.8000e+04
     216.500	  1.7395e+04
     216.750	  1.6579e+04
     217.000	  1.6472e+04
     217.250	  1.6829e+04
     217.500	  1.7321e+04
     217.750	  1.7494e+04
     218.000	  1.6503e+04
     218.250	  1.5139e+04
     218.500	  1.5101e+04
     218.750	  1.6464e+04
     219.000	  1.8398e+04
     219.250	  2.0297e+04
     219.500	  2.1068e+04
     219.750	  1.9855e+04
     220.000	  1.8116e+04
     220.250	  1.8395e+04
     220.500	  1.9931e+04
     220.750	  1.9830e+04
     221.000	  1.8750e+04
     221.250	  1.9504e+04
     221.500	  2.1725e+04
     221.750	  2.2909e+04
     222.000	  2.2590e+04
     222.250	  2.2018e+04
     222.500	  2.1747e+04
     222.750	  2.1188e+04
     223.000	  1.9725e+04
     223.250	  1.8569e+04
     223.500	  1.9221e+04
     223.750	  2.0642e+04
     224.000	  2.1294e+04
     224.250	  2.1406e+04
     224.500	  2.1847e+04
     224.750	  2.2554e+04
     225.000	  2.2532e+04
     225.250	  2.1563e+04
     225.500	  2.1068e+04
     225.750	  2.2327e+04
     226.000	  2.3879e+04
     226.250	  2.3507e+04
     226.500	  2.2709e+04
     226.750	  2.3860e+04
     227.000	  2.5732e+04
     227.250	  2.6156e+04
     227.500	  2.5008e+04
     227.750	  2.3664e+04
     228.000	  2.3039e+04
     228.250	  2.3006e+04
     228.500	  2.3794e+04
     228.750	  2.4789e+04
     229.000	  2.4409e+04
     229.250	  2.3112e+04
     229.500	  2.2836e+04
     229.750	  2.4103e+04
     230.000	  2.5883e+04
     230.250	  2.7146e+04
     230.500	  2.7385e+04
     230.750	  2.7104e+04
     231.000	  2.7500e+04
     231.250	  2.8427e+04
     231.500	  2.8841e+04
     231.750	  2.8819e+04
     232.000	  2.9231e+04
     232.250	  2.9686e+04
     232.500	  2.8648e+04
     232.750	  2.7037e+04
     233.000	  2.7197e+04
     233.250	  2.8504e+04
     233.500	  2.9491e+04
     233.750	  3.0283e+04
     234.000	  3.0697e+04
     234.250	  3.0633e+04
     234.500	  3.0746e+04
     234.750	  3.1022e+04
     235.000	  3.1271e+04
     235.250	  3.1874e+04
     235.500	  3.3232e+04
     235.750	  3.4745e+04
     236.000	  3.5043e+04
     236.250	  3.4400e+04
     236.500	  3.3981e+04
     236.750	  3.4038e+04
     237.000	  3.4818e+04
     237.250	  3.5933e+04
     237.500	  3.6775e+04
     237.750	  3.7734e+04
     238.000	  3.8702e+04
     238.250	  3.9296e+04
     238.500	  3.9473e+04
     238.750	  3.9115e+04
     239.000	  3.8954e+04
     239.250	  3.9824e+04
     239.500	  4.1151e+04
     239.750	  4.1804e+04
     240.000	  4.1642e+04
     240.250	  4.1786e+04
     240.500	  4.2783e+04
     240.750	  4.3378e+04
     241.000	  4.2972e+04
     241.250	  4.2361e+04
     241.500	  4.1678e+04
     241.750	  4.1335e+04
     242.000	  4.1811e+04
     242.250	  4.2316e+04
     242.500	  4.2514e+04
     242.750	  4.2726e+04
     243.000	  4.3093e+04
     243.250	  4.3800e+04
     243.500	  4.4649e+04
     243.750	  4.5521e+04
     244.000	  4.6958e+04
     244.250	  4.8602e+04
     244.500	  4.8783e+04
     244.750	  4.7438e+04
     245.000	  4.6378e+04
     245.250	  4.6217e+04
     245.500	  4.6908e+04
     245.750	  4.8367e+04
     246.000	  4.9241e+04
     246.250	  4.9034e+04
     246.500	  4.8821e+04
     246.750	  4.8347e+04
     247.000	  4.6957e+04
     247.250	  4.5970e+04
     247.500	  4.6548e+04
     247.750	  4.8183e+04
     248.000	  4.9803e+04
     248.250	  5.0200e+04
     248.500	  4.9360e+04
     248.750	  4.8893e+04
