Lu_2uM_1cm,,Lu_2uM_1cm1,,Lu_5uM_1cm,,Lu_10uM_1cm,,Lu_20uM_1cm,,Lu_50uM_1cm,,Lu_100uM_1mm,,Lu_200uM_1mm,,Lu_500uM_1mm,,Lu_1mM_1mm,,Cell1 Blank,,Lu_2mM_100um,,Lu_5mM_100um,,Lu_10mM_100um,,Lu_20mM_100um,,Lu_30mM_100um,,Lu_50mM_10um,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
530,0.002274176106,530,0.00242669112,530,0.00325805787,530,0.001535834861,530,0.002234182321,530,0.001555110677,530,-0.0003245922562,530,-0.001931863721,530,0.002345637884,530,0.00236078538,530,0.0007742919843,530,-0.0005195311387,530,0.0001820423931,530,-0.0003485440975,530,-0.002578082029,530,-0.003781734966,530,-0.003641549032,
529,0.002053982811,529,0.002319534542,529,0.003085697303,529,0.001321260352,529,0.00207492034,529,0.001411757199,529,-0.0005873694317,529,-0.001984175993,529,0.001952040591,529,0.002308474155,529,0.0008614846738,529,-0.0004205985751,529,0.0001721499139,529,-0.0003617351467,529,-0.002563362708,529,-0.003942603245,529,-0.003916796297,
528,0.001778144157,528,0.00214767619,528,0.002753737615,528,0.001337566529,528,0.001860339195,528,0.001408329117,528,-0.000195136352,528,-0.001708319527,528,0.002816706663,528,0.002839556895,528,0.0008676318685,528,-0.0004447002721,528,8.975592937E-5,528,-0.0005086719175,528,-0.002693658229,528,-0.00387882744,528,-0.00400601048,
527,0.001861119177,527,0.002119321376,527,0.00298888213,527,0.00141744467,527,0.002109072637,527,0.001406407333,527,-0.0001949811121,527,-0.001998399617,527,0.002538300352,527,0.002580405446,527,0.0007272795192,527,-0.000540421519,527,0.0001325822814,527,-0.000303691515,527,-0.002338340972,527,-0.003681746079,527,-0.003733283374,
526,0.002132249996,526,0.002257027896,526,0.003017085139,526,0.001363351359,526,0.002100956859,526,0.001622764859,526,-0.000387547072,526,-0.002052919473,526,0.002585951937,526,0.00280644116,526,0.0008364817477,526,-0.000554123777,526,0.0001963376708,526,-0.0004723173042,526,-0.002426953055,526,-0.003869899083,526,-0.003428488504,
525,0.002066285117,525,0.002348813228,525,0.002884192625,525,0.001385839656,525,0.002128972206,525,0.001668523066,525,-0.0001538389479,525,-0.001752769458,525,0.002812381601,525,0.003090129467,525,0.0008528475882,525,-0.0003682012029,525,0.0002210706589,525,-0.0003078820882,525,-0.002434263704,525,-0.00381083414,525,-0.003226937493,
524,0.002040484454,524,0.002114145085,524,0.003032620996,524,0.001523807296,524,0.002230539452,524,0.001723901951,524,-0.0002850145102,524,-0.001932173036,524,0.002746808343,524,0.002899802057,524,0.0007965941913,524,-0.0004673008516,524,0.0001485849934,524,-0.0002468301973,524,-0.002558473265,524,-0.003853889182,524,-0.002861873247,
523,0.002045789966,523,0.002194660483,523,0.003195181256,523,0.001333775581,523,0.002131105401,523,0.00160985149,523,-0.0003242301173,523,-0.002028855262,523,0.002629285678,523,0.002848885022,523,0.001049104263,523,-0.0006313138874,523,0.0001277660485,523,-0.0002917921229,523,-0.002773761516,523,-0.004056021571,523,-0.002684860025,
522,0.002244147938,522,0.002276570071,522,0.003166732145,522,0.001344759134,522,0.002308890689,522,0.001879941439,522,-0.0004022886569,522,-0.001954696374,522,0.002785885241,522,0.003185089678,522,0.0009161122143,522,-0.0003551655391,522,0.0003763379063,522,-0.0001741776359,522,-0.002558421809,522,-0.004009857308,522,-0.002362542553,
521,0.001994504826,521,0.002070810646,521,0.003087443998,521,0.001314249821,521,0.002286172239,521,0.001789710834,521,-0.00011678179,521,-0.001609502593,521,0.0029198681,521,0.003191869473,521,0.00110705127,521,-0.0005855081254,521,0.0002164865291,521,-0.0002091082715,521,-0.002804317046,521,-0.00389565737,521,-0.002521569375,
520,0.002269882476,520,0.002488206606,520,0.003273028648,520,0.0017366627,520,0.002476491267,520,0.002063163789,520,-6.134541036E-5,520,-0.001754058525,520,0.002840208355,520,0.0033273343,520,0.0009195104358,520,-0.0005583119346,520,0.0003049401857,520,-0.0001456100435,520,-0.002707138425,520,-0.003822227009,520,-0.002290706616,
519,0.00222192728,519,0.002387021668,519,0.003133617574,519,0.001366805052,519,0.002298429143,519,0.001893200795,519,-0.0004092713352,519,-0.001795410295,519,0.002715835581,519,0.003121832618,519,0.0009706687415,519,-0.0003752878984,519,0.0003306119761,519,-0.0001015646631,519,-0.002474881476,519,-0.003798722522,519,-0.002560068853,
518,0.002128087683,518,0.002327315975,518,0.003145768074,518,0.001531782327,518,0.002216853667,518,0.002018066123,518,-0.0002653019037,518,-0.001595988404,518,0.002889117692,518,0.003565712599,518,0.001055669272,518,-0.0004228743201,518,0.0002444064012,518,-3.623884186E-5,518,-0.002726174658,518,-0.003903148463,518,-0.002887125593,
517,0.001952950726,517,0.002287005074,517,0.003120763693,517,0.00138599542,517,0.002298715292,517,0.001908826525,517,-0.0003212295705,517,-0.001728585456,517,0.002885990776,517,0.003416423919,517,0.00117520662,517,-0.0007725263713,517,0.0002462971606,517,4.13418602E-5,517,-0.002689953661,517,-0.003985285759,517,-0.003263473511,
516,0.002222603653,516,0.002379395301,516,0.00316469837,516,0.001550642308,516,0.002368853893,516,0.002066103043,516,-0.0005231508403,516,-0.001796905417,516,0.002695883159,516,0.003545407904,516,0.00101436046,516,-0.000337784033,516,0.0004185706493,516,0.0001988756558,516,-0.002461703029,516,-0.003852093127,516,-0.003104666714,
515,0.002035568934,515,0.002182198456,515,0.002984060207,515,0.001415522886,515,0.002329111798,515,0.002115445677,515,-0.0004199261894,515,-0.001744828536,515,0.00288750208,515,0.003590742825,515,0.001202772954,515,-0.0003060713643,515,0.0004889245611,515,0.0001652356732,515,-0.002558318898,515,-0.003905354766,515,-0.003462798893,
514,0.002025322057,514,0.002433823654,514,0.003206081688,514,0.001696328516,514,0.002512133215,514,0.002139247488,514,-0.000346630055,514,-0.001675107982,514,0.002918226412,514,0.003586044535,514,0.001334398752,514,-0.0006149256951,514,0.0002977130061,514,-3.572248943E-6,514,-0.002788062207,514,-0.00402088603,514,-0.003644526703,
513,0.002322969725,513,0.002482713433,513,0.003292459995,513,0.00182069547,513,0.002629624214,513,0.002277611056,513,-0.0002554193779,513,-0.001556835836,513,0.003061634954,513,0.003734112484,513,0.001238258672,513,-0.0004002714122,513,0.0005506328307,513,0.0002043142304,513,-0.002507054014,513,-0.004113052972,513,-0.003166191978,
512,0.002048599068,512,0.002255570842,512,0.002922005253,512,0.001348913764,512,0.002128477907,512,0.002026752569,512,-0.0002800476504,512,-0.001646999968,512,0.003174867714,512,0.003973445855,512,0.001143022324,512,-0.0002319281048,512,0.000723675359,512,0.0002725353115,512,-0.00236207922,512,-0.004018013366,512,-0.003081637435,
511,0.00203504879,511,0.002094141906,511,0.002950203838,511,0.00152741815,511,0.002426300664,511,0.002220834373,511,2.969222078E-5,511,-0.001370206708,511,0.00319471187,511,0.003903204342,511,0.001440533204,511,-0.0004087023844,511,0.0004251002683,511,1.70074145E-5,511,-0.002711923327,511,-0.004080076236,511,-0.003054545727,
510,0.002403315855,510,0.002404695377,510,0.003393386723,510,0.0016850502,510,0.002599857748,510,0.002206836594,510,-1.366757624E-5,510,-0.001539244433,510,0.003212236101,510,0.004053993151,510,0.001191014191,510,-0.0004572678008,510,0.0005671693361,510,0.0004251521023,510,-0.002362439642,510,-0.003757612547,510,-0.002546069445,
509,0.002066519111,509,0.002335409867,509,0.003256753786,509,0.001426430652,509,0.002474017907,509,0.002276752144,509,-0.0004256155516,509,-0.001659223344,509,0.003180943429,509,0.004176763352,509,0.00134745962,509,-0.0004112885508,509,0.0005602747551,509,0.0004154095368,509,-0.002417788841,509,-0.004054124001,509,-0.002556671854,
508,0.00213401881,508,0.002345742192,508,0.002999855438,508,0.001444480964,508,0.002367682755,508,0.002310009673,508,-0.0001757819118,508,-0.001324788551,508,0.003357854905,508,0.004332981072,508,0.001539757475,508,-0.000423960475,508,0.0002589368669,508,4.250683924E-5,508,-0.002999483142,508,-0.004199611489,508,-0.002963027917,
507,0.001907084486,507,0.002295436338,507,0.003175832564,507,0.00173117884,507,0.002480604686,507,0.002224633237,507,-3.287393702E-5,507,-0.001279572141,507,0.00339229079,507,0.004314731807,507,0.00161546364,507,-0.0005425415002,507,0.0004480583011,507,8.890151366E-5,507,-0.00270559499,507,-0.004219966941,507,-0.002785952995,
506,0.001971855061,506,0.002384627005,506,0.003185141832,506,0.001383917988,506,0.002301213564,506,0.00217319699,506,-0.0004325461341,506,-0.001573652728,506,0.003138154512,506,0.004176998511,506,0.001383242779,506,-0.0003784432483,506,0.0006983692292,506,0.0004093723837,506,-0.00244234642,506,-0.004061509389,506,-0.002990793902,
505,0.00214174483,505,0.00221328903,505,0.003053631866,505,0.001492921845,505,0.002389546251,505,0.002439654665,505,-0.0001186450681,505,-0.001293096226,505,0.003484316403,505,0.004679495003,505,0.001612111926,505,-0.0002841349633,505,0.0004511160078,505,0.0002316635364,505,-0.002805140102,505,-0.00405309815,505,-0.003400750691,
504,0.002356282901,504,0.002523407107,504,0.003186549991,504,0.001825036597,504,0.002664549509,504,0.002583660418,504,-6.786770246E-5,504,-0.001282411162,504,0.00330125005,504,0.004479577299,504,0.001579973148,504,-0.00040415072,504,0.0005231857067,504,0.0001383307535,504,-0.002763061319,504,-0.004169153981,504,-0.003467472736,
503,0.002277819207,503,0.002527703065,503,0.003451516852,503,0.001791998278,503,0.002751757856,503,0.002717685187,503,-0.0001677086839,503,-0.001248031389,503,0.003631566418,503,0.004647808615,503,0.001643733471,503,-0.0004314600083,503,0.000462362339,503,0.0004359054146,503,-0.002330771415,503,-0.004134797025,503,-0.003343625693,
502,0.002365366323,502,0.002519944217,502,0.003161126049,502,0.001582415309,502,0.002459699521,502,0.002591472585,502,-0.0003597694449,502,-0.001443949528,502,0.00330078043,502,0.004515567329,502,0.001681022346,502,-0.0004907794064,502,0.0006423951127,502,9.234506433E-5,502,-0.002748091007,502,-0.004114848096,502,-0.003442356829,
501,0.002000122098,501,0.00224974216,501,0.002962427214,501,0.001571841422,501,0.002166640945,501,0.002405267907,501,-4.576397987E-5,501,-0.001197592355,501,0.003550810274,501,0.004859530833,501,0.001754907775,501,-0.0005980716087,501,0.0004865144438,501,0.0001743252069,501,-0.002812135732,501,-0.004120232537,501,-0.003483702196,
500,0.002308708383,500,0.002440097276,500,0.003130306257,500,0.00192733889,500,0.002866968513,500,0.002654392039,500,-0.0001058607086,500,-0.001490645111,500,0.003360019997,500,0.004525376018,500,0.001563995495,500,-0.0004654907971,500,0.0006534908316,500,0.0004603929119,500,-0.002442809753,500,-0.004090333823,500,-0.002845157403,
499,0.00212075212,499,0.002359067788,499,0.003216330428,499,0.001490350347,499,0.002571473597,499,0.00257342658,499,-0.0001661561255,499,-0.001309252344,499,0.00354235433,499,0.004908014089,499,0.00175514177,499,-0.0004898485495,499,0.0006872723461,499,0.0003498603182,499,-0.002681103768,499,-0.004306247924,499,-0.002716039307,
498,0.002416929463,498,0.002452957211,498,0.003024618374,498,0.00175106118,498,0.002616889309,498,0.002726124832,498,-4.44698162E-5,498,-0.001353846397,498,0.00364438328,498,0.004944667686,498,0.001742744353,498,-0.0002992939553,498,0.0004273027298,498,0.0001341100142,498,-0.002906153677,498,-0.00414069416,498,-0.002561252564,
497,0.002414300339,497,0.002438717522,497,0.002963235136,497,0.001903470489,497,0.002803653479,497,0.002499219496,497,2.187419341E-5,497,-0.001313278452,497,0.003551410511,497,0.004508348182,497,0.001825582469,497,-0.000361476501,497,0.0004619477259,497,0.0001825862273,497,-0.002870308002,497,-0.004246832337,497,-0.002620539162,
496,0.00219869311,496,0.002436244395,496,0.003173485864,496,0.001783290645,496,0.002634416102,496,0.002686115447,496,7.739973626E-6,496,-0.001353846397,496,0.003501017112,496,0.004801813979,496,0.001834056922,496,-0.0007281827275,496,0.0004750601656,496,0.0002181699529,496,-0.002841608599,496,-0.004370011855,496,-0.002378555946,
495,0.00212470605,495,0.002397979842,495,0.002956146142,495,0.001508663059,495,0.002335878322,495,0.002480786759,495,-0.0003414569655,495,-0.001412162674,495,0.003598338226,495,0.004730417859,495,0.00190336653,495,-0.0004776440037,495,0.0005317902542,495,8.600170258E-5,495,-0.002802722389,495,-0.004401070531,495,-0.002895765472,
494,0.002331375843,494,0.002344180597,494,0.003053188557,494,0.001822619117,494,0.002649547532,494,0.002650146605,494,0.0002749960404,494,-0.00108574878,494,0.003778187558,494,0.005039825104,494,0.001898322604,494,-0.0005474536447,494,0.0003067534999,494,-8.815866022E-5,494,-0.002925181296,494,-0.004266005941,494,-0.003324513789,
493,0.002265588846,493,0.002516429173,493,0.003116957145,493,0.001665300806,493,0.00267986441,493,0.002726098755,493,5.754832091E-5,493,-0.001219689264,493,0.003839894896,493,0.004754415713,493,0.001856855582,493,-0.000533647777,493,0.0002946822788,493,0.0003176334139,493,-0.002598461928,493,-0.004192792345,493,-0.003560784273,
492,0.002375490963,492,0.002543455921,492,0.003154033562,492,0.00159018347,492,0.002636421472,492,0.002564989729,492,4.817645822E-5,492,-0.001274100388,492,0.003850367386,492,0.004920842592,492,0.001757325022,492,-0.0004969849833,492,0.0005199201405,492,0.0003048624785,492,-0.002766507911,492,-0.004167872015,492,-0.00393470237,
491,0.002414040035,491,0.002581629204,491,0.003027381375,491,0.001864836784,491,0.002709375694,491,0.00273292372,491,5.130901991E-5,491,-0.0007662730641,491,0.003836552147,491,0.004909296986,491,0.001891588909,491,-0.0006818703259,491,0.0004717949778,491,0.0001267820917,491,-0.002804419957,491,-0.004184588324,491,-0.004224273842,
490,0.002266785828,490,0.002490523737,490,0.00333004701,490,0.00196337793,490,0.002874681493,490,0.002828561468,490,-8.697597877E-6,490,-0.001209828421,490,0.003623657161,490,0.004601526074,490,0.001768007409,490,-0.0005741852219,490,0.0004210322222,490,0.0003920905001,490,-0.002758379793,490,-0.004278822336,490,-0.003975077532,
489,0.002280915854,489,0.002446631202,489,0.00327102025,489,0.001654361142,489,0.002665903885,489,0.002595925471,489,-2.13295134E-5,489,-0.001119521796,489,0.004099224228,489,0.004999732599,489,0.001771490206,489,-0.0005242884508,489,0.0006072172546,489,0.0003099915339,489,-0.002676524455,489,-0.004321625922,489,-0.003785224864,
488,0.002247218275,488,0.00243598409,488,0.002989872592,488,0.00158971583,488,0.00245816377,488,0.002573921345,488,-1.423704907E-5,488,-0.001167697948,488,0.00386104919,488,0.004979256075,488,0.001847002888,488,-0.0005692733685,488,0.000406185427,488,0.0001331001549,488,-0.002932380652,488,-0.00426882552,488,-0.00380888395,
487,0.002238735789,487,0.002518642228,487,0.003103790572,487,0.001813079114,487,0.00284007797,487,0.002633712953,487,0.0003047847713,487,-0.0009075450362,487,0.003961794544,487,0.00498813251,487,0.001964600058,487,-0.0006574199069,487,0.0003130223777,487,0.000224696545,487,-0.003183100838,487,-0.004474403337,487,-0.003171280026,
486,0.002238865709,486,0.002345742192,486,0.003134347731,486,0.001700928318,486,0.002755952068,486,0.002436895389,486,-3.163150177E-5,486,-0.001121897134,486,0.003936586436,486,0.005087489728,486,0.001818433986,486,-0.0004497687041,486,0.0004126630083,486,0.0002566834446,486,-0.002778699854,486,-0.004575490486,486,-0.00264132861,
485,0.002114587231,485,0.002550746547,485,0.002984086284,485,0.00159018347,485,0.002445459832,485,0.002458554227,485,-6.730299447E-6,485,-0.001038234914,485,0.003890431952,485,0.005046057981,485,0.001911062514,485,-0.0006421183352,485,0.0005393842002,485,7.445442316E-5,485,-0.002912324853,485,-0.004553563893,485,-0.00252527534,
484,0.002160449279,484,0.0023672143,484,0.003081056755,484,0.001763588865,484,0.002523823641,484,0.002548324876,484,-6.869592471E-5,484,-0.0009950031526,484,0.003775967984,484,0.004971557762,484,0.001891068881,484,-0.0006059817388,484,0.0003635134199,484,0.0001647436584,484,-0.003080506576,484,-0.004545366392,484,-0.002638344187,
483,0.002228562022,483,0.002525359858,483,0.003257771023,483,0.001969410805,483,0.00262579578,483,0.002548142569,483,0.000101407175,483,-0.001005075406,483,0.0040314449,483,0.004863666836,483,0.001949908445,483,-0.0006470810622,483,0.0002943196159,483,0.0001745064801,483,-0.003168247873,483,-0.004760337994,483,-0.002715936396,
482,0.002117708791,482,0.002457356546,482,0.002974442439,482,0.001545732375,482,0.002536685904,482,0.002468238585,482,-0.0002544362796,482,-0.001113325125,482,0.003843446728,482,0.004994417075,482,0.001760235988,482,-0.0007007886888,482,0.0004749564978,482,0.0001965189585,482,-0.002725711558,482,-0.004586709663,482,-0.003072384279,
481,0.002232074738,481,0.002535201842,481,0.003120920155,481,0.001572049223,481,0.002545799129,481,0.00245756493,481,-0.0001357248111,481,-0.00106302544,481,0.00390620809,481,0.004940923769,481,0.001832523267,481,-0.0006547835656,481,0.0004173269263,481,-0.0001186968293,481,-0.002860896057,481,-0.004630097654,481,-0.003619934432,
480,0.002280083019,480,0.002492840867,480,0.0033101968,480,0.001845287159,480,0.002682547085,480,0.002493986394,480,0.0002582375309,480,-0.0007254951051,480,0.004050047603,480,0.005313524511,480,0.001770502538,480,-0.0008185190964,480,0.0003142139758,480,2.697401578E-5,480,-0.003041744698,480,-0.00467885891,480,-0.003807293251,
479,0.00239579333,479,0.002474929206,479,0.003232316813,479,0.001640095725,479,0.002630587667,479,0.002453581896,479,-0.0002034160716,479,-0.001243746607,479,0.003958712332,479,0.004954617005,479,0.001743965899,479,-0.0006923117326,479,0.0004461666686,479,0.0002277785825,479,-0.003067449201,479,-0.00479674479,479,-0.004021039698,
478,0.002413935959,478,0.002438014606,478,0.003313274588,478,0.001582051511,478,0.002514163963,478,0.00250518159,478,-0.0001054466338,478,-0.001068396494,478,0.00395526411,478,0.005026731174,478,0.001695107203,478,-0.0008242548793,478,0.0004553139152,478,-8.153314411E-5,478,-0.003016758477,478,-0.004760030657,478,-0.00439902069,
477,0.002224425087,477,0.002281748457,477,0.003111664439,477,0.001758754486,477,0.002469409956,477,0.00257108314,477,6.671326264E-5,477,-0.001050320454,477,0.00403865613,477,0.005092832725,477,0.001638562651,477,-0.0006675517652,477,0.0002540415153,477,0.000174765446,477,-0.003092021449,477,-0.004644798115,477,-0.003977078013,
476,0.002091801027,476,0.002204052871,476,0.003146915231,476,0.001525807544,476,0.002592618344,476,0.002193021355,476,-0.0001652763458,476,-0.00112654455,476,0.003856217489,476,0.004848144017,476,0.001449389732,476,-0.0007235827507,476,0.0004342211469,476,0.0003977128654,476,-0.002814759035,476,-0.004599618725,476,-0.003556522308,
475,0.002440669807,475,0.00268687075,475,0.003144021146,475,0.001562073012,475,0.002486462239,475,0.002498360351,475,-0.0002646292851,475,-0.001229756279,475,0.003915141337,475,0.004993055481,475,0.001778248115,475,-0.0007825004868,475,0.0001674886153,475,-1.620431431E-5,475,-0.003112634178,475,-0.004883525893,475,-0.00366814225,
474,0.002280941699,474,0.002639650833,474,0.003132444341,474,0.001968682511,474,0.002616524696,474,0.002573947422,474,-3.204564564E-5,474,-0.0008461123798,474,0.003802080872,474,0.00491866935,474,0.001538822311,474,-0.0007976421039,474,0.0002906672307,474,-7.309581997E-5,474,-0.003147020936,474,-0.004761105869,474,-0.003267378546,
473,0.002330985619,473,0.002568166703,473,0.00336714182,473,0.001815054682,473,0.002815508051,473,0.002591394354,473,-9.343829151E-5,473,-0.00106679555,473,0.003932511434,473,0.005100507289,473,0.00147910323,473,-0.0008243582561,473,0.0001928415004,473,0.0003322440316,473,-0.003142497735,473,-0.004639880732,473,-0.003095568158,
472,0.002109098714,472,0.002336450852,472,0.002959247446,472,0.001498896163,472,0.002449911321,472,0.002392878057,472,-0.0001550810266,472,-0.001049907296,472,0.003997506574,472,0.005037887022,472,0.001351510407,472,-0.0007378477603,472,0.0004107456189,472,0.000233968618,472,-0.002777928254,472,-0.004726590589,472,-0.003024778794,
471,0.002182016382,471,0.002286120318,471,0.00321197533,471,0.001509546186,471,0.002354565077,471,0.002422760241,471,-9.681244592E-6,471,-0.001038389863,471,0.003914174624,471,0.005208194721,471,0.001603563898,471,-0.000950010668,471,0.0002664224303,471,5.358726048E-5,471,-0.003142806236,471,-0.004737498704,471,-0.003428950906,
470,0.00221349718,470,0.002490757965,470,0.003297050484,470,0.001914182561,470,0.002583035501,470,0.002525203628,470,0.0001884130616,470,-0.001007554703,470,0.004131994676,470,0.005100899842,470,0.001365792239,470,-0.0006134781288,470,0.0002544300514,470,0.0002140261495,470,-0.003011976834,470,-0.004443964921,470,-0.003392018145,
469,0.002239932539,469,0.002520933514,469,0.003288756125,469,0.001553370152,469,0.00253296271,469,0.002077911282,469,-0.0001144526686,469,-0.001088640769,469,0.004131288733,469,0.005076306406,469,0.001310147461,469,-0.0005620864104,469,0.0005387621932,469,0.0002537566179,469,-0.002997786505,469,-0.004662212916,469,-0.003637339221,
468,0.002158628311,468,0.002301005414,468,0.003077406902,468,0.001405913965,468,0.002171531785,468,0.002337023383,468,-5.342535223E-5,468,-0.001134548336,468,0.003975692671,468,0.005155041814,468,0.001301319804,468,-0.0006628477131,468,0.0005328269908,468,0.0001636301458,468,-0.002949401503,468,-0.004584455397,468,-0.003925056662,
467,0.002374762204,467,0.002507134341,467,0.003341550706,467,0.001970294863,467,0.002698670141,467,0.002579207532,467,7.63962089E-5,467,-0.0008351579309,467,0.003876537085,467,0.004964592867,467,0.001378178946,467,-0.0007670999621,467,0.0004542255774,467,0.0001887497201,467,-0.003260544501,467,-0.004590397701,467,-0.003809294663,
466,0.002044983907,466,0.002360238926,466,0.003145376919,466,0.001599484822,466,0.00257793162,466,0.002215188462,466,4.828001329E-5,466,-0.0007612082991,466,0.004062615801,466,0.004961607978,466,0.001117769629,466,-0.0006682754611,466,0.0004845967342,466,0.0006383509608,466,-0.002843511524,466,-0.004533838946,466,-0.003364020959,
465,0.002024099696,465,0.002160579432,465,0.00307795452,465,0.001327855396,465,0.002245787065,465,0.00225864118,465,-0.0001298763673,465,-0.0009884947212,465,0.004233377986,465,0.005192109384,465,0.001539471676,465,-0.0008988137706,465,0.000504940399,465,0.0001759048901,465,-0.003056756221,465,-0.00489227986,465,-0.003460384905,
464,0.002147754189,464,0.002447230043,464,0.0029924009,464,0.001578128547,464,0.002533431398,464,0.002484041033,464,-0.0001073617241,464,-0.001032450236,464,0.003919163719,464,0.005004498642,464,0.001497181715,464,-0.0007737667183,464,0.0003751461045,464,-7.196239494E-6,464,-0.003133040387,464,-0.004549413919,464,-0.003233823692,
463,0.002191590378,463,0.002507498721,463,0.003213487798,463,0.001777208527,463,0.002733627101,463,0.002331323922,463,6.885722087E-6,463,-0.0008077706443,463,0.004123527557,463,0.004829376005,463,0.001630663639,463,-0.001023669844,463,0.0002802024246,463,0.0001844766957,463,-0.003213165328,463,-0.004819273949,463,-0.003265939886,
462,0.002475137357,462,0.002503072843,462,0.003281818237,462,0.00167426595,462,0.002362945816,462,0.002222733805,462,-0.0001150737662,462,-0.001229033573,462,0.003943874501,462,0.00484408671,462,0.001510845032,462,-0.0008696221048,462,0.0004248929617,462,0.0005972891813,462,-0.00303871138,462,-0.004686438944,462,-0.003103432944,
461,0.002380045829,461,0.002523302799,461,0.003259805264,461,0.001774219447,461,0.002588503994,461,0.002563010901,461,9.84813887E-5,461,-0.0005981232971,461,0.003982249647,461,0.005048126448,461,0.001751425094,461,-0.0006997032324,461,0.000442461198,461,0.0001780284074,461,-0.003170303535,461,-0.004825110547,461,-0.003764490131,
460,0.00234342576,460,0.002541112481,460,0.003170174081,460,0.001756571233,460,0.002620821586,460,0.002450301778,460,0.0001163989073,460,-0.0007895287126,460,0.003936377354,460,0.005003529601,460,0.001614346402,460,-0.001075884909,460,0.0005408356083,460,0.0005493627978,460,-0.003207769245,460,-0.004606226925,460,-0.003600783413,
459,0.002390327165,459,0.002247686498,459,0.003109291894,459,0.001531626447,459,0.002658715472,459,0.002102075377,459,-0.0001000636257,459,-0.00098864967,459,0.003821431426,459,0.004929089453,459,0.001648202771,459,-0.000795109896,459,0.0005075578811,459,0.0007680683048,459,-0.003143217415,459,-0.004912653472,459,-0.003898017574,
458,0.002233219566,458,0.002316671889,458,0.003094222397,458,0.001430663979,458,0.002396287862,458,0.00212881621,458,-6.672889867E-5,458,-0.0008316441672,458,0.004082918633,458,0.005363892764,458,0.00188514113,458,-0.001048926031,458,0.000461092568,458,0.0005728717661,458,-0.003171485616,458,-0.004962560721,458,-0.004228529055,
457,0.002206056146,457,0.002344492823,457,0.002928650705,457,0.001542251324,457,0.002494455082,457,0.002181574004,457,0.0001068186393,457,-0.0007036832394,457,0.003910700791,457,0.005056978669,457,0.001867228537,457,-0.0008296289598,457,0.000480009825,457,0.0005684653297,457,-0.003196360311,457,-0.004720547702,457,-0.004036274273,
456,0.00234233262,456,0.002483312273,456,0.003143603913,456,0.001658051042,456,0.002552829683,456,0.002264470095,456,0.0001124373157,456,-0.0008207410574,456,0.004040223546,456,0.004898772575,456,0.00180650258,456,-0.001005643629,456,0.0004999386147,456,0.0008405537228,456,-0.003426074516,456,-0.004809442908,456,-0.003727534553,
455,0.002217374044,455,0.00242830487,455,0.003291286295,455,0.001440844848,455,0.002485238714,455,0.002346028341,455,-0.0001574099297,455,-0.0008848123252,455,0.003870347049,455,0.00508882571,455,0.002150147455,455,-0.001171673648,455,0.0004782994511,455,0.0008775402093,455,-0.003218663856,455,-0.005121968687,455,-0.003595802933,
454,0.002269830322,454,0.002257418353,454,0.003155911108,454,0.001651866594,454,0.002441581106,454,0.002201971365,454,-9.136785957E-5,454,-0.0009588958928,454,0.004024965223,454,0.004965221509,454,0.00204748055,454,-0.001015250804,454,0.0005383215612,454,0.0008146183682,454,-0.003310127882,454,-0.004672558978,454,-0.002918187529,
453,0.002311336808,453,0.002626394853,453,0.003363437485,453,0.001884777215,453,0.002698852448,453,0.002270663157,453,6.523313004E-6,453,-0.0007773842663,453,0.003857053351,453,0.004967420828,453,0.002071747091,453,-0.001184323453,453,0.0003879191063,453,0.001235532807,453,-0.003450472141,453,-0.004877894651,453,-0.002526459051,
452,0.002049847273,452,0.002525724238,452,0.003026286606,452,0.001388384611,452,0.00265522534,452,0.001993698766,452,-0.0002507626195,452,-0.0009553831187,452,0.00397002371,452,0.004696974531,452,0.002051641932,452,-0.001023669844,452,0.0006648460985,452,0.001266893349,452,-0.003360938514,452,-0.004756907001,452,-0.002756322036,
451,0.002480396302,451,0.002511300147,451,0.00310804043,451,0.001695496961,451,0.002656110795,451,0.002366277156,451,-0.0001156431099,451,-0.0008370181313,451,0.004016970284,451,0.005070989951,451,0.00232323003,451,-0.001108264434,451,0.0006611128338,451,0.001196750789,451,-0.003210852621,451,-0.004927242175,451,-0.003137563588,
450,0.002213809406,450,0.002435645787,450,0.003113854444,450,0.001582103549,450,0.002595795318,450,0.002406933811,450,0.000272820238,450,-0.0007451351266,450,0.004130165093,450,0.00519462442,450,0.002333718119,450,-0.001062405645,450,0.0006673349999,450,0.001257365569,450,-0.003493973752,450,-0.004443964921,450,-0.003319119103,
449,0.002195597161,449,0.002346965251,449,0.003119199304,449,0.001377841341,449,0.002343894215,449,0.002004334936,449,-0.0001780072052,449,-0.0009853438241,449,0.004041477572,449,0.004835056141,449,0.002197132213,449,-0.0009868418565,449,0.0008373376331,449,0.001880877418,449,-0.003088011872,449,-0.004751888569,449,-0.003415698651,
