Lu_2uM_1cm,,Lu_2uM_1cm1,,Lu_5uM_1cm,,Lu_10uM_1cm,,Lu_20uM_1cm,,Lu_50uM_1cm,,Lu_100uM_1mm,,Lu_200uM_1mm,,Lu_500uM_1mm,,Lu_1mM_1mm,,Cell1 Blank,,Lu_2mM_100um,,Lu_5mM_100um,,Lu_10mM_100um,,Lu_20mM_100um,,Lu_30mM_100um,,Lu_50mM_10um,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
361,0.03797135502,361,0.03831872717,361,0.09488559514,361,0.1964226514,361,0.374542743,361,0.9120083451,361,0.1707458496,361,0.3317183554,361,0.8230913281,361,1.7228477,361,0.006571594626,361,0.3357326388,361,0.8794736266,361,1.629955888,361,0.2535934746,361,0.3920902312,361,0.4729701281,
360,0.03721155599,360,0.0376341939,360,0.09330402315,360,0.1925542802,360,0.3665935993,360,0.8929927945,360,0.1673565358,360,0.3251470327,360,0.8050072193,360,1.692498922,360,0.006879949942,360,0.3282972872,360,0.8594805598,360,1.603227735,360,0.2478348762,360,0.3832863271,360,0.463252455,
359,0.03650111333,359,0.03762007877,359,0.09160021693,359,0.1878050864,359,0.3575451076,359,0.8701555133,359,0.1621825397,359,0.3158741891,359,0.7830886841,359,1.642894506,359,0.007545779925,359,0.318603158,359,0.8362140656,359,1.561941028,359,0.241645053,359,0.3733510971,359,0.4521052837,
358,0.03542762995,358,0.03532790765,358,0.08835591376,358,0.1806677431,358,0.3451472819,358,0.8410549164,358,0.1566084325,358,0.306322217,358,0.7582576871,358,1.590656519,358,0.007509722374,358,0.3091540337,358,0.8115792274,358,1.522297859,358,0.2342673242,358,0.3638317287,358,0.4407289326,
357,0.03453176096,357,0.03473201394,357,0.08536697179,357,0.1743026227,357,0.33314237,357,0.8077920079,357,0.1518525034,357,0.2942132652,357,0.7313556671,357,1.535779119,357,0.008751517162,357,0.2986924648,357,0.7876742482,357,1.477128744,357,0.2278579921,357,0.3536141515,357,0.4302843809,
356,0.03359698877,356,0.03363102674,356,0.08162474632,356,0.1672282666,356,0.3182809949,356,0.774318397,356,0.1457163543,356,0.2828519344,356,0.7045477629,356,1.482821345,356,0.008395115845,356,0.2884278297,356,0.7650494576,356,1.442048192,356,0.2220810354,356,0.3440872729,356,0.4196956158,
355,0.0312625505,355,0.0318717733,355,0.07741054147,355,0.159611851,355,0.3057211041,355,0.7406633496,355,0.1382808983,355,0.2715233266,355,0.6761746407,355,1.426431179,355,0.009319342673,355,0.2780101299,355,0.7407846451,355,1.403256655,355,0.2159959227,355,0.3356100321,355,0.4097559452,
354,0.03029064462,354,0.03054773994,354,0.07467096299,354,0.1525564194,354,0.291585803,354,0.708212316,354,0.1333802044,354,0.2596256435,354,0.6510769129,354,1.373143077,354,0.00853503868,354,0.2681653798,354,0.7220363617,354,1.370598078,354,0.2116948217,354,0.3297966421,354,0.4027496278,
353,0.02832327411,353,0.02895035781,353,0.07150037587,353,0.14576976,353,0.2787335813,353,0.6760258675,353,0.1260155439,353,0.2464002073,353,0.6247520447,353,1.327066422,353,0.009407739155,353,0.2587016225,353,0.7023692131,353,1.340481162,353,0.2069962472,353,0.3232933581,353,0.3953031003,
352,0.02862416394,352,0.02945333719,352,0.06905604154,352,0.139241159,352,0.2669015825,352,0.6475493312,352,0.1225407347,352,0.2389717102,352,0.6028108597,352,1.287766099,352,0.01110586151,352,0.2507323027,352,0.68577528,352,1.316444516,352,0.2016391754,352,0.3165077567,352,0.3881083727,
351,0.02665737458,351,0.02668068931,351,0.0649805814,351,0.1340251863,351,0.2557661533,351,0.6223710179,351,0.1167102009,351,0.229900226,351,0.5841056108,351,1.252148032,351,0.01047006063,351,0.2456505597,351,0.6745741963,351,1.296538353,351,0.2002031952,351,0.3124702573,351,0.3843751848,
350,0.02633881196,350,0.02671355568,350,0.06415241957,350,0.129512623,350,0.2490207851,350,0.6049278975,350,0.1151156053,350,0.2227278501,350,0.5706663728,350,1.220821857,350,0.01117698476,350,0.239570573,350,0.6647992134,350,1.280272484,350,0.1974262744,350,0.3103542924,350,0.3786898255,
349,0.02547416091,349,0.02624547109,349,0.0626219064,349,0.1279282719,349,0.2433836311,349,0.5917246342,349,0.1106730625,349,0.2173704207,349,0.5585961342,349,1.20100987,349,0.01123239473,349,0.2376283854,349,0.6559674144,349,1.266987801,349,0.194988057,349,0.306489557,349,0.3758618832,
348,0.02498396672,348,0.02577291802,348,0.06192129105,348,0.1260717809,348,0.2405763268,348,0.5839129686,348,0.109961234,348,0.2145097703,348,0.5511029959,348,1.186223269,348,0.01203923393,348,0.2331151366,348,0.6499233842,348,1.256096721,348,0.1934508383,348,0.3033285141,348,0.3728451729,
347,0.02587318979,347,0.02638757974,347,0.06227396429,347,0.125010252,347,0.2385655642,347,0.5794879198,347,0.107628122,347,0.2119991481,347,0.5455643535,347,1.17518878,347,0.01274077594,347,0.2299883962,347,0.6431132555,347,1.242511988,347,0.1906826496,347,0.299046129,347,0.3691005111,
346,0.02504837699,346,0.02508328855,346,0.06103234738,346,0.1245236918,346,0.2368376553,346,0.5755437016,346,0.1077825353,346,0.2114011645,346,0.541359365,346,1.162010074,346,0.01242780685,346,0.2277484238,346,0.6341379285,346,1.226620913,346,0.188809976,346,0.2961041331,346,0.3632757664,
345,0.02565344609,345,0.0255106166,345,0.06121331081,345,0.1235219836,345,0.2352539301,345,0.5722034574,345,0.1066816673,345,0.2093084157,345,0.5353211164,345,1.144583225,345,0.0132663101,345,0.2237583846,345,0.6233153343,345,1.204930186,345,0.1846533567,345,0.2893400788,345,0.3558061421,
344,0.02513276599,344,0.02531281486,344,0.06013564765,344,0.1221791059,344,0.2321949154,344,0.5643009543,344,0.1047158539,344,0.2053780854,344,0.526040256,344,1.12499404,344,0.01329801697,344,0.2203906029,344,0.6109306216,344,1.180148482,344,0.180595696,344,0.283338517,344,0.3480492532,
343,0.02412206307,343,0.02518447116,343,0.06055153534,343,0.119524695,343,0.22926718,343,0.5536425114,343,0.1026686579,343,0.2017340213,343,0.5158764124,343,1.101273417,343,0.0139995385,343,0.2144560367,343,0.5960646272,343,1.150820136,343,0.1753080785,343,0.2750638425,343,0.338393122,
342,0.02303514071,342,0.02345409058,342,0.05743748322,342,0.1165816337,342,0.2220034301,342,0.5406007767,342,0.09943047911,342,0.1959431767,342,0.5025343299,342,1.069602251,342,0.01424053218,342,0.2080493867,342,0.5792322159,342,1.118675828,342,0.1691409796,342,0.2666752338,342,0.3280656636,
341,0.02332766168,341,0.02382443845,341,0.05834147334,341,0.1132940501,341,0.2163136601,341,0.5245429873,341,0.09731971473,341,0.1904966533,341,0.4864474833,341,1.035758495,341,0.01483020931,341,0.1999062151,341,0.5586716533,341,1.079115152,341,0.1636369824,341,0.2572745979,341,0.3174645007,
340,0.02297727577,340,0.02279912122,340,0.05567744002,340,0.1092933267,340,0.2085965574,340,0.504039824,340,0.09388514608,340,0.1832267046,340,0.4679537714,340,0.9948314428,340,0.01510999072,340,0.1924920082,340,0.5375193954,340,1.040079713,340,0.1575803906,340,0.2474528104,340,0.3060043156,
339,0.02119984478,339,0.02141905949,339,0.05303547159,339,0.1040133312,339,0.1984857172,339,0.4815767407,339,0.0902999416,339,0.1745556444,339,0.4487697482,339,0.9542995691,339,0.01533827279,339,0.1845498532,339,0.5168883204,339,1.002033114,339,0.1512636989,339,0.2381688058,339,0.2950287759,
338,0.01952936873,338,0.02080000564,338,0.05019465834,338,0.09921833128,338,0.1887491643,338,0.4567530155,338,0.08605664968,338,0.1673172265,338,0.4281462431,338,0.9117187262,338,0.01610426605,338,0.1756073534,338,0.4957787097,338,0.9622367024,338,0.1455809921,338,0.2285254747,338,0.2835070491,
337,0.0195140969,337,0.02023957111,337,0.04835378751,337,0.09312852472,337,0.1789742857,337,0.4337970018,337,0.08048662543,337,0.1571663022,337,0.4063047469,337,0.8681060076,337,0.01631788537,337,0.1684861332,337,0.4758935869,337,0.9274065495,337,0.1400909275,337,0.220652163,337,0.2741621435,
336,0.01812204346,336,0.0187083967,336,0.04572764784,336,0.08921073377,336,0.1695643961,336,0.4106892347,336,0.07579426467,336,0.1484885961,336,0.3875297606,336,0.8291971087,336,0.0167709738,336,0.1610439718,336,0.4575761557,336,0.8958131075,336,0.1347128898,336,0.2130319476,336,0.2648515105,
335,0.0173269473,335,0.01830304228,335,0.04302828014,335,0.08426976949,335,0.1604961157,335,0.3879753649,335,0.07240405679,335,0.1401413977,335,0.3685625196,335,0.7936254144,335,0.01678824797,335,0.1533697098,335,0.4404091537,335,0.864212513,335,0.130636692,335,0.2060701549,335,0.2569503486,
334,0.01664147153,334,0.01807308942,334,0.04282976687,334,0.07945025712,334,0.1522032917,334,0.3690004945,334,0.06901960075,334,0.1342953593,334,0.3535924554,334,0.7596479058,334,0.01755073853,334,0.14699772,334,0.4263343215,334,0.8378015161,334,0.1258695871,334,0.2001468837,334,0.249434486,
333,0.01651346125,333,0.01706108078,333,0.04011777416,333,0.0759504959,333,0.1458200514,333,0.351849556,333,0.06541320682,333,0.1273485571,333,0.3383432925,333,0.7328434587,333,0.01763856225,333,0.1415749341,333,0.413330555,333,0.8152626157,333,0.1230038479,333,0.1947001666,333,0.2431174964,
332,0.01598030701,332,0.01610096171,332,0.03893723339,332,0.07384303957,332,0.1408757418,332,0.3382710516,332,0.06181413308,332,0.1209682599,332,0.3265883923,332,0.7086723447,332,0.01861987077,332,0.1369045526,332,0.4015496075,332,0.7942520976,332,0.1179685518,332,0.1894761175,332,0.2370123863,
331,0.01582164131,331,0.01626510173,331,0.03765635565,331,0.07150507718,331,0.1357969791,331,0.3275390863,331,0.06086819619,331,0.1176509559,331,0.316167742,331,0.6862630248,331,0.01912005432,331,0.1330470592,331,0.392249465,331,0.7770000696,331,0.1158408299,331,0.1845625192,331,0.2325802743,
330,0.01493112091,330,0.0155584123,330,0.03691164777,330,0.06965943426,330,0.1314906776,330,0.3170932829,330,0.05966102332,330,0.1153413355,330,0.3078570068,330,0.6710119247,330,0.01955040731,330,0.1289081275,330,0.383010745,330,0.7588335276,330,0.113588497,330,0.1806456447,330,0.2270477265,
329,0.01490674168,329,0.01516836975,329,0.036623016,329,0.06759010255,329,0.1283009499,329,0.3093863726,329,0.05725959316,329,0.1125229746,329,0.3018149137,329,0.6561400294,329,0.01924932376,329,0.1266879737,329,0.3743050992,329,0.7447602153,329,0.1110537127,329,0.17747958,329,0.2229499817,
328,0.01429151837,328,0.01495601051,328,0.03554616868,328,0.06564839184,328,0.125796169,328,0.3023409545,328,0.05601812899,328,0.1095670164,328,0.2949919701,328,0.6412718892,328,0.01965364069,328,0.1224965602,328,0.3658803403,328,0.7299343944,328,0.1090419292,328,0.1731158197,328,0.2179887295,
327,0.01394995023,327,0.0146024609,327,0.03510251269,327,0.06432256103,327,0.1234465092,327,0.2960826755,327,0.05386506766,327,0.106024988,327,0.2881156206,327,0.6259043217,327,0.0198148489,327,0.1198461577,327,0.3589630127,327,0.7131226063,327,0.1064239442,327,0.1688984036,327,0.2130656391,
326,0.01417596545,326,0.01496131625,326,0.0340719521,326,0.06413129717,326,0.1206513718,326,0.2898251414,326,0.05354465917,326,0.1043307111,326,0.2825249135,326,0.6131153107,326,0.02067860961,326,0.1166667193,326,0.3499067724,326,0.6974261999,326,0.1029709131,326,0.1646810174,326,0.2082868814,
325,0.01374339592,325,0.01436881162,325,0.03314543143,325,0.06200670823,325,0.1176968515,325,0.28235358,325,0.05186402053,325,0.1003386751,325,0.2743758261,325,0.5983733535,325,0.02085825987,325,0.1139208004,325,0.3419396877,325,0.682092309,325,0.1003795713,325,0.1612621248,325,0.2040386498,
324,0.01355590113,324,0.01420097239,324,0.03263899684,324,0.05968879163,324,0.1139799282,324,0.2735899091,324,0.05074762553,324,0.09865719825,324,0.2672572732,324,0.5824745893,324,0.02092581056,324,0.1104518101,324,0.333581984,324,0.6662525535,324,0.09807183594,324,0.1580030173,324,0.2012220323,
323,0.0137631679,323,0.01324853487,323,0.03200826794,323,0.05884192511,323,0.1107033566,323,0.2653008401,323,0.04909097403,323,0.09481655061,323,0.260181576,323,0.5668891072,323,0.02093537152,323,0.1085742489,323,0.3252551556,323,0.6517138481,323,0.09664611518,323,0.1542999446,323,0.1954304576,
322,0.01242642198,322,0.0129210921,322,0.03148367628,322,0.05659808964,322,0.1068536937,322,0.2571498454,322,0.04653964564,322,0.09171911329,322,0.2510128319,322,0.5498529077,322,0.02146382444,322,0.1049869061,322,0.3173260987,322,0.6358637214,322,0.09359816462,322,0.1507326216,322,0.1913080066,
321,0.01267382037,321,0.01351261139,321,0.03074791469,321,0.0547692813,321,0.1034583524,321,0.2486153394,321,0.04550055787,321,0.08902207762,321,0.2447057962,321,0.5353360176,321,0.02142463438,321,0.1021031141,321,0.3101245165,321,0.6236720085,321,0.09114385396,321,0.1476544291,321,0.1876834482,
320,0.01276873983,320,0.01293397322,320,0.02978539281,320,0.05287527665,320,0.1006440148,320,0.2406781316,320,0.04442211613,320,0.08535553515,320,0.2387262434,320,0.523168385,320,0.02174663357,320,0.1000943333,320,0.3042742908,320,0.6129422784,320,0.08982083946,320,0.1451536715,320,0.1855300069,
319,0.01251995564,319,0.01130157337,319,0.02903130092,319,0.05132125318,319,0.09704563767,319,0.2332035601,319,0.04301279038,319,0.08322384208,319,0.232762605,319,0.5126811862,319,0.02241871506,319,0.09700848162,319,0.2978313267,319,0.6035592556,319,0.08771858364,319,0.1435553432,319,0.1822928488,
318,0.01155221276,318,0.01226678677,318,0.0281003546,318,0.04995401204,318,0.09528082609,318,0.2278417647,318,0.04179084301,318,0.08049295098,318,0.2278795689,318,0.5024859309,318,0.02289559692,318,0.09478831291,318,0.2936069965,318,0.5952444077,318,0.08626852185,318,0.1408646107,318,0.1803020537,
317,0.01120689325,317,0.01151826605,317,0.02796221152,317,0.048693005,317,0.0933258459,317,0.2224103063,317,0.04093973711,317,0.07894651592,317,0.2244143933,317,0.4965640008,317,0.02213029191,317,0.09394276142,317,0.2917148471,317,0.592163682,317,0.0869173184,317,0.1405027062,317,0.1798080057,
316,0.01138702594,316,0.01213925984,316,0.02782055363,316,0.04771023616,316,0.09142563492,316,0.2195823789,316,0.04092096165,316,0.0786087364,316,0.2224579901,316,0.4921173751,316,0.02292108536,316,0.09253176302,316,0.2892952561,316,0.5869286656,316,0.08576252311,316,0.1395135373,316,0.1787355691,
315,0.01096924953,315,0.01207785215,315,0.0277493,315,0.04739130288,315,0.08974851668,315,0.2176152915,315,0.04070649296,315,0.07820612937,315,0.2206194699,315,0.4888447523,315,0.02310996503,315,0.09182847291,315,0.2881729901,315,0.5855950713,315,0.08534897864,315,0.1389610916,315,0.1787650287,
314,0.01159286126,314,0.01177663729,314,0.02676872537,314,0.04739089683,314,0.09049256891,314,0.2170210481,314,0.0405049175,314,0.07816962153,314,0.2207863778,314,0.4873701036,314,0.02321008779,314,0.09202219546,314,0.2871675491,314,0.5852582455,314,0.08557387441,314,0.1381718218,314,0.1778695136,
313,0.01184265781,313,0.01160995662,313,0.02782052569,313,0.04808206111,313,0.09079553187,313,0.2175671011,313,0.04077254236,313,0.07809367031,313,0.2210215628,313,0.4885469675,313,0.02313308977,313,0.09231904894,313,0.2881730199,313,0.5847830176,313,0.08579992503,313,0.1388728321,313,0.1777988076,
312,0.01149285492,312,0.01138901897,312,0.02769284695,312,0.04846549034,312,0.09128392488,312,0.2199970037,312,0.03935897723,312,0.07766423374,312,0.2211881131,312,0.4898802042,312,0.022818055,312,0.09335771203,312,0.288497299,312,0.5860934854,312,0.08579850942,312,0.1391412467,312,0.1782266796,
311,0.01196725015,311,0.01170791499,311,0.02790818736,311,0.04897577688,311,0.09211575985,311,0.2213739902,311,0.03991718218,311,0.07880245149,311,0.2231847346,311,0.4932320118,311,0.02279483713,311,0.09316535294,311,0.2893133461,311,0.5863320827,311,0.08510089666,311,0.1385562867,311,0.1778888255,
310,0.01139964815,310,0.01181411464,310,0.02812653594,310,0.04868425801,310,0.09354155511,310,0.2241923809,310,0.04053919017,310,0.07998264581,310,0.2240408361,310,0.4960581064,310,0.02338578925,310,0.0935395658,310,0.2891001999,310,0.5869724154,310,0.08518993109,310,0.1378905326,310,0.1767070442,
309,0.01161245536,309,0.01184662152,309,0.02854169346,309,0.04953209683,309,0.09448744357,309,0.2267335653,309,0.04084277898,309,0.08038833737,309,0.2263551354,309,0.4992203116,309,0.02358673327,309,0.0934483856,309,0.2890787721,309,0.5860096216,309,0.08548429608,309,0.1374254525,309,0.1764442325,
308,0.01205264777,308,0.01137102861,308,0.02818876319,308,0.05021243915,308,0.09520446509,308,0.2298986465,308,0.04200698808,308,0.081996575,308,0.2289957404,308,0.5020872355,308,0.02275648154,308,0.09427490085,308,0.2886225581,308,0.585213542,308,0.08350849897,308,0.1364698112,308,0.1751690656,
307,0.01110963244,307,0.01191089582,307,0.02908485569,307,0.05000957102,307,0.09607827663,307,0.2322299182,307,0.0431073457,307,0.08306838572,307,0.230249688,307,0.5036211014,307,0.02374839783,307,0.09298664331,307,0.288446784,307,0.581858933,307,0.08358537406,307,0.135673061,307,0.1732378602,
306,0.01189490594,306,0.01209653728,306,0.02977386117,306,0.05186717212,306,0.09735693038,306,0.2334219068,306,0.04333595932,306,0.08371097594,306,0.2307471484,306,0.5032609701,306,0.02354508266,306,0.09313006699,306,0.2870491743,306,0.5790238976,306,0.08279074728,306,0.134927392,306,0.1726620495,
305,0.01218374353,305,0.01290039904,305,0.02911284007,305,0.05131874979,305,0.09715994447,305,0.2343201637,305,0.04335850105,305,0.08332189918,305,0.2313043922,305,0.5022424459,305,0.02372256108,305,0.09241351485,305,0.2851498425,305,0.5753529668,305,0.08171740919,305,0.1332455873,305,0.1710036993,
304,0.01207500417,304,0.01284864265,304,0.02953406796,304,0.05123366043,304,0.09677102417,304,0.2334218621,304,0.04301013052,304,0.08349880576,304,0.2300538272,304,0.5009726882,304,0.0238075126,304,0.09257103503,304,0.2821520865,304,0.5704430938,304,0.08076740801,304,0.1312415451,304,0.1682922244,
303,0.01175522711,303,0.01227272488,303,0.02928590775,303,0.05061529204,303,0.09659327567,303,0.2319930941,303,0.04183539376,303,0.08229666948,303,0.2280180901,303,0.4962935448,303,0.0239028465,303,0.09182555974,303,0.2798065543,303,0.5650001764,303,0.07909742743,303,0.1299837232,303,0.1664884686,
302,0.01194771938,302,0.01255904231,302,0.02957011759,302,0.05065147951,302,0.0960867703,302,0.2304267734,302,0.04201446101,302,0.08125247806,302,0.2265658677,302,0.4927979112,302,0.02360261232,302,0.09072525054,302,0.2766113877,302,0.5584795475,302,0.07872542739,302,0.1278715879,302,0.1654967368,
301,0.01168685313,301,0.01194625627,301,0.02858609147,301,0.0495190993,301,0.09414041787,301,0.2268364131,301,0.04094951972,301,0.0800518319,301,0.2233750969,301,0.4868924916,301,0.02404454537,301,0.08921149373,301,0.2734519839,301,0.5521559715,301,0.07744769752,301,0.1263248026,301,0.1623403281,
300,0.01174107846,300,0.01212983672,300,0.0289179571,300,0.0491931811,300,0.09361046553,300,0.2244018912,300,0.04070021212,300,0.07989573479,300,0.2206686884,300,0.4827602506,300,0.02397700027,300,0.08840943873,300,0.2709941566,300,0.5457595587,300,0.07626717538,300,0.1247912124,300,0.1601920128,
299,0.01153296605,299,0.01193132997,299,0.02795837447,299,0.04829965159,299,0.09305584431,299,0.221798867,299,0.04127824679,299,0.0790354982,299,0.2193800658,299,0.4776056707,299,0.02396061458,299,0.08762067556,299,0.2669093907,299,0.5400874019,299,0.07532771677,299,0.1227248907,299,0.1578314602,
298,0.01142571867,298,0.01225765422,298,0.0288541317,298,0.04908894375,298,0.0919495374,298,0.2195332497,298,0.04049730301,298,0.07807262987,298,0.2172067761,298,0.4733972549,298,0.02442071028,298,0.08571140468,298,0.2637816966,298,0.5331209898,298,0.07440494001,298,0.1197197512,298,0.1557495594,
297,0.01088310964,297,0.0111237606,297,0.02777529508,297,0.04738933966,297,0.09068716317,297,0.2170924842,297,0.04051458091,297,0.07752458751,297,0.2152696401,297,0.4690629244,297,0.02443872951,297,0.08451404423,297,0.2612723112,297,0.5266299248,297,0.07274034619,297,0.1185359731,297,0.1539696008,
296,0.01187271811,296,0.01186021511,296,0.02826691233,296,0.04779853672,296,0.09076078981,296,0.2170629054,296,0.03999420628,296,0.077249147,296,0.2132416517,296,0.4657703936,296,0.02439239807,296,0.08362657577,296,0.2581611574,296,0.520452559,296,0.07162280381,296,0.1163995191,296,0.1508533955,
295,0.0110504413,295,0.01216194034,295,0.02835071273,295,0.04758419842,295,0.09012158215,295,0.2156827152,295,0.04004282877,295,0.07703538239,295,0.212605387,295,0.462755233,295,0.02411574125,295,0.08265123516,295,0.2546898723,295,0.5131533742,295,0.06978101283,295,0.1150826067,295,0.1483850926,
294,0.01139303111,294,0.0117120631,294,0.02813305333,294,0.04764826596,294,0.09007271379,294,0.2144203633,294,0.03965805471,294,0.07683148235,294,0.2107396573,294,0.4588150084,294,0.02431182191,294,0.08152266592,294,0.2509786487,294,0.5057474375,294,0.06837642938,294,0.1121534333,294,0.1452673078,
293,0.01139335055,293,0.01146587729,293,0.02803209238,293,0.04719101265,293,0.08917678148,293,0.2137453556,293,0.03916510567,293,0.07594303042,293,0.2087509185,293,0.4546865523,293,0.02382597141,293,0.08031237125,293,0.2480287105,293,0.4971019924,293,0.06716570258,293,0.1097686812,293,0.1424538791,
292,0.01054630522,292,0.01174216811,292,0.02744623087,292,0.04607572779,292,0.08818805218,292,0.2112312615,292,0.03932448477,292,0.07555379719,292,0.2073042095,292,0.4503791332,292,0.02369489521,292,0.07923397422,292,0.2423820794,292,0.4876805842,292,0.06500430405,292,0.1071025655,292,0.1387887001,
291,0.01073157601,291,0.0111500537,291,0.02729691193,291,0.0460774824,291,0.08757960051,291,0.2089688182,291,0.03871009871,291,0.07429997623,291,0.2034579664,291,0.4433582425,291,0.02394483238,291,0.07697486132,291,0.2369288504,291,0.4761434197,291,0.06318404526,291,0.1032427177,291,0.135049656,
290,0.01120168716,290,0.01208091341,290,0.02763612382,290,0.04579388723,290,0.08661016077,290,0.2056592107,290,0.03819942847,290,0.07287582755,290,0.2003291845,290,0.4363355637,290,0.02375580743,290,0.07463730127,290,0.2313003689,290,0.4652869701,290,0.06141936779,290,0.09993236512,290,0.1314516813,
289,0.01130545232,289,0.01132676098,289,0.02746473439,289,0.04501328617,289,0.08494389057,289,0.2012750357,289,0.03747766465,289,0.07129418105,289,0.1954584718,289,0.4273115695,289,0.02354885451,289,0.07292690128,289,0.2256955057,289,0.4529561698,289,0.05864873528,289,0.0970473513,289,0.1275291443,
288,0.01166018285,288,0.01115106232,288,0.02703109942,288,0.04425188154,288,0.08243087679,288,0.1959426105,288,0.0354545638,288,0.0681521818,288,0.1900853813,288,0.4166792631,288,0.02295989171,288,0.07037076354,288,0.2196581811,288,0.4414336979,288,0.05683760718,288,0.09353709221,288,0.1235706285,
287,0.01045330148,287,0.01085133851,287,0.0255589895,287,0.0421952568,287,0.07921104878,287,0.189189896,287,0.03567053005,287,0.06684882939,287,0.1858195812,287,0.4066841602,287,0.02299168706,287,0.06756796688,287,0.2131025642,287,0.4285180569,287,0.05441651493,287,0.09013075382,287,0.119265236,
286,0.01015670877,286,0.01080293115,286,0.02531671152,286,0.04097557813,286,0.0777490288,286,0.1841648966,286,0.03446130455,286,0.06505285949,286,0.1807165593,286,0.3965262473,286,0.02272189409,286,0.06595703959,286,0.2074884921,286,0.4174666703,286,0.0521870181,286,0.0869750306,286,0.1160920635,
285,0.009809426032,285,0.0100149652,285,0.02477363311,285,0.03971143067,285,0.07567225397,285,0.1784820259,285,0.03243011236,285,0.06252572685,285,0.1750801504,285,0.3852990866,285,0.02223386802,285,0.06353718042,285,0.2014846057,285,0.4059272408,285,0.05110214278,285,0.08430151641,285,0.1128182784,
284,0.009803018533,284,0.00968219433,284,0.02406810224,284,0.03838138655,284,0.07369884849,284,0.1728650481,284,0.03267737105,284,0.06172341108,284,0.1710346639,284,0.3770071268,284,0.02210948057,284,0.06135547161,284,0.1958888322,284,0.3954676986,284,0.04823360965,284,0.08063580096,284,0.1085548699,
283,0.01025219355,283,0.0104509946,283,0.02412444353,283,0.03799180686,283,0.07218838483,283,0.1687358469,283,0.03124466352,283,0.0596938692,283,0.1661260724,283,0.3680345416,283,0.02167046443,283,0.05919264257,283,0.1901843697,283,0.3855338395,283,0.04713898897,283,0.0784458369,283,0.1054519266,
282,0.00936446432,282,0.009731801227,282,0.02344075777,282,0.03632236272,282,0.06979599595,282,0.1639253497,282,0.03061070479,282,0.05798694864,282,0.1623790413,282,0.3597369492,282,0.02133280598,282,0.05730690807,282,0.1856851876,282,0.3760411143,282,0.04515710473,282,0.07603371888,282,0.1031526327,
281,0.009471812285,281,0.00986068882,281,0.02399995178,281,0.03606399149,281,0.06863345206,281,0.1606913656,281,0.02960483916,281,0.05635068566,281,0.1586583555,281,0.3512168825,281,0.02043116838,281,0.05598821118,281,0.1818177402,281,0.3681702018,281,0.04437403381,281,0.07447484136,281,0.1012487411,
280,0.009474908002,280,0.009996422566,280,0.02337734774,280,0.03561444208,280,0.06679113209,280,0.1569434702,280,0.02896698751,280,0.05517074466,280,0.1557116956,280,0.3442611694,280,0.02125622146,280,0.05353177339,280,0.1764994115,280,0.3585650921,280,0.04159195349,280,0.07069984823,280,0.09697142243,
279,0.00906187389,279,0.009498164058,279,0.02264042757,279,0.03457201272,279,0.06551421434,279,0.1529361755,279,0.02813667059,279,0.0535341166,279,0.1524383426,279,0.3373743296,279,0.01987773925,279,0.05343597382,279,0.1729977578,279,0.3518792987,279,0.04110676795,279,0.06953461468,279,0.0956730321,
278,0.009543595836,278,0.009452234954,278,0.02288899384,278,0.03441209719,278,0.0645949766,278,0.1498633474,278,0.02714067325,278,0.05160874501,278,0.1484945416,278,0.3297406435,278,0.01983953267,278,0.05109378323,278,0.1691027731,278,0.3444814682,278,0.03979346901,278,0.06706530601,278,0.09307938814,
277,0.008978648111,277,0.008907063864,277,0.02213938907,277,0.03331726044,277,0.06294316053,277,0.1474371552,277,0.0266185943,277,0.05067370087,277,0.1454418153,277,0.3231808841,277,0.01958152093,277,0.04888135567,277,0.1652398258,277,0.337466538,277,0.03780670837,277,0.06537709385,277,0.09107025713,
276,0.008731312118,276,0.009345394559,276,0.02242362127,276,0.03271214664,276,0.0614563413,276,0.1436707228,276,0.02665410005,276,0.0497898981,276,0.1433074921,276,0.3182549477,276,0.01893536188,276,0.04790506884,276,0.1617080718,276,0.332167387,276,0.03729766235,276,0.06395883113,276,0.08919029683,
275,0.008317400701,275,0.008968711831,275,0.02111931331,275,0.03136415407,275,0.06005915627,275,0.1403830647,275,0.02597661875,275,0.04892686754,275,0.1405462921,275,0.31155321,275,0.01864786446,275,0.04648527876,275,0.1587744951,275,0.3259788752,275,0.03613606095,275,0.0617617555,275,0.08747905493,
274,0.00848868303,274,0.008832691237,274,0.02158971131,274,0.03143870085,274,0.05938497931,274,0.1380610764,274,0.02549216896,274,0.04753351212,274,0.1380225122,274,0.3061197102,274,0.01792253368,274,0.04551452771,274,0.155873701,274,0.3201710582,274,0.03508867696,274,0.06089860201,274,0.08545832336,
